model,gain,spectral_rate,direct_eigen_rate,eta
Hub-attached,0.5,-0.4477418503506989,-0.44774185035069936,0.9053736922080979
Hub-attached,0.505,-0.4422192688542059,-0.4422192688542059,0.9053736922080979
Hub-attached,0.51,-0.43669668735771294,-0.4366966873577134,0.9053736922080979
Hub-attached,0.515,-0.43117410586121985,-0.43117410586122085,0.9053736922080979
Hub-attached,0.52,-0.42565152436472686,-0.4256515243647271,0.9053736922080979
Hub-attached,0.525,-0.4201289428682339,-0.420128942868234,0.9053736922080979
Hub-attached,0.53,-0.4146063613717408,-0.41460636137174167,0.9053736922080979
Hub-attached,0.535,-0.4090837798752478,-0.40908377987524813,0.9053736922080979
Hub-attached,0.54,-0.4035611983787548,-0.40356119837875537,0.9053736922080979
Hub-attached,0.545,-0.39803861688226183,-0.3980386168822623,0.9053736922080979
Hub-attached,0.55,-0.39251603538576874,-0.3925160353857695,0.9053736922080979
Hub-attached,0.555,-0.38699345388927575,-0.38699345388927653,0.9053736922080979
Hub-attached,0.56,-0.38147087239278277,-0.3814708723927831,0.9053736922080979
Hub-attached,0.5650000000000001,-0.37594829089628967,-0.37594829089629034,0.9053736922080979
Hub-attached,0.5700000000000001,-0.3704257093997967,-0.3704257093997976,0.9053736922080979
Hub-attached,0.5750000000000001,-0.3649031279033037,-0.36490312790330437,0.9053736922080979
Hub-attached,0.58,-0.35938054640681083,-0.35938054640681094,0.9053736922080979
Hub-attached,0.585,-0.35385796491031773,-0.3538579649103186,0.9053736922080979
Hub-attached,0.59,-0.34833538341382475,-0.3483353834138254,0.9053736922080979
Hub-attached,0.595,-0.34281280191733177,-0.34281280191733265,0.9053736922080979
Hub-attached,0.6,-0.3372902204208388,-0.33729022042083967,0.9053736922080979
Hub-attached,0.605,-0.3317676389243457,-0.33176763892434646,0.9053736922080979
Hub-attached,0.61,-0.3262450574278527,-0.32624505742785326,0.9053736922080979
Hub-attached,0.615,-0.3207224759313597,-0.3207224759313605,0.9053736922080979
Hub-attached,0.62,-0.3151998944348666,-0.31519989443486707,0.9053736922080979
Hub-attached,0.625,-0.30967731293837364,-0.3096773129383745,0.9053736922080979
Hub-attached,0.63,-0.30415473144188065,-0.3041547314418813,0.9053736922080979
Hub-attached,0.635,-0.29863214994538767,-0.29863214994538856,0.9053736922080979
Hub-attached,0.64,-0.2931095684488946,-0.2931095684488947,0.9053736922080979
Hub-attached,0.645,-0.2875869869524016,-0.2875869869524019,0.9053736922080979
Hub-attached,0.65,-0.2820644054559086,-0.28206440545590916,0.9053736922080979
Hub-attached,0.655,-0.2765418239594155,-0.27654182395941596,0.9053736922080979
Hub-attached,0.66,-0.2710192424629225,-0.2710192424629232,0.9053736922080979
Hub-attached,0.665,-0.26549666096642954,-0.2654966609664302,0.9053736922080979
Hub-attached,0.67,-0.25997407946993656,-0.259974079469937,0.9053736922080979
Hub-attached,0.675,-0.25445149797344346,-0.25445149797344446,0.9053736922080979
Hub-attached,0.68,-0.24892891647695048,-0.24892891647695126,0.9053736922080979
Hub-attached,0.685,-0.2434063349804575,-0.24340633498045827,0.9053736922080979
Hub-attached,0.6900000000000001,-0.2378837534839644,-0.23788375348396507,0.9053736922080979
Hub-attached,0.6950000000000001,-0.23236117198747142,-0.23236117198747208,0.9053736922080979
Hub-attached,0.7000000000000001,-0.22683859049097843,-0.2268385904909791,0.9053736922080979
Hub-attached,0.705,-0.22131600899448556,-0.22131600899448634,0.9053736922080979
Hub-attached,0.71,-0.21579342749799246,-0.21579342749799335,0.9053736922080979
Hub-attached,0.715,-0.21027084600149948,-0.21027084600150037,0.9053736922080979
Hub-attached,0.72,-0.2047482645050065,-0.20474826450500716,0.9053736922080979
Hub-attached,0.725,-0.1992256830085135,-0.19922568300851418,0.9053736922080979
Hub-attached,0.73,-0.19370310151202041,-0.19370310151202097,0.9053736922080979
Hub-attached,0.735,-0.18818052001552743,-0.18818052001552843,0.9053736922080979
Hub-attached,0.74,-0.18265793851903445,-0.18265793851903522,0.9053736922080979
Hub-attached,0.745,-0.17713535702254135,-0.17713535702254202,0.9053736922080979
Hub-attached,0.75,-0.17161277552604837,-0.17161277552604903,0.9053736922080979
Hub-attached,0.755,-0.16609019402955538,-0.16609019402955627,0.9053736922080979
Hub-attached,0.76,-0.1605676125330624,-0.1605676125330633,0.9053736922080979
Hub-attached,0.765,-0.1550450310365693,-0.15504503103656964,0.9053736922080979
Hub-attached,0.77,-0.14952244954007632,-0.1495224495400771,0.9053736922080979
Hub-attached,0.775,-0.14399986804358333,-0.1439998680435839,0.9053736922080979
Hub-attached,0.78,-0.13847728654709024,-0.1384772865470909,0.9053736922080979
Hub-attached,0.785,-0.13295470505059725,-0.13295470505059792,0.9053736922080979
Hub-attached,0.79,-0.12743212355410427,-0.12743212355410538,0.9053736922080979
Hub-attached,0.795,-0.12190954205761129,-0.12190954205761173,0.9053736922080979
Hub-attached,0.8,-0.11638696056111819,-0.11638696056111897,0.9053736922080979
Hub-attached,0.805,-0.11086437906462521,-0.1108643790646262,0.9053736922080979
Hub-attached,0.81,-0.10534179756813222,-0.105341797568133,0.9053736922080979
Hub-attached,0.8150000000000001,-0.09981921607163924,-0.09981921607164002,0.9053736922080979
Hub-attached,0.8200000000000001,-0.09429663457514614,-0.09429663457514725,0.9053736922080979
Hub-attached,0.8250000000000001,-0.08877405307865316,-0.08877405307865427,0.9053736922080979
Hub-attached,0.8300000000000001,-0.08325147158216017,-0.08325147158216106,0.9053736922080979
Hub-attached,0.835,-0.07772889008566719,-0.07772889008566808,0.9053736922080979
Hub-attached,0.84,-0.0722063085891742,-0.0722063085891751,0.9053736922080979
Hub-attached,0.845,-0.06668372709268122,-0.06668372709268189,0.9053736922080979
Hub-attached,0.85,-0.06116114559618824,-0.061161145596188904,0.9053736922080979
Hub-attached,0.855,-0.05563856409969514,-0.05563856409969592,0.9053736922080979
Hub-attached,0.86,-0.05011598260320216,-0.05011598260320338,0.9053736922080979
Hub-attached,0.865,-0.044593401106709174,-0.04459340110671017,0.9053736922080979
Hub-attached,0.87,-0.03907081961021619,-0.039070819610216745,0.9053736922080979
Hub-attached,0.875,-0.033548238113723095,-0.03354823811372398,0.9053736922080979
Hub-attached,0.88,-0.02802565661723011,-0.028025656617230776,0.9053736922080979
Hub-attached,0.885,-0.022503075120737126,-0.022503075120738014,0.9053736922080979
Hub-attached,0.89,-0.01698049362424403,-0.01698049362424503,0.9053736922080979
Hub-attached,0.895,-0.011457912127751047,-0.011457912127752046,0.9053736922080979
Hub-attached,0.9,-0.005935330631258062,-0.005935330631258839,0.9053736922080979
Hub-attached,0.905,-0.000412749134765078,-0.0004127491347658552,0.9053736922080979
Hub-attached,0.91,0.005109832361728017,0.005109832361727129,0.9053736922080979
Hub-attached,0.915,0.010632413858221001,0.010632413858220113,0.9053736922080979
Hub-attached,0.92,0.016154995354713986,0.016154995354713098,0.9053736922080979
Hub-attached,0.925,0.02167757685120697,0.021677576851206082,0.9053736922080979
Hub-attached,0.93,0.027200158347699954,0.027200158347699288,0.9053736922080979
Hub-attached,0.935,0.03272273984419316,0.032722739844192494,0.9053736922080979
Hub-attached,0.9400000000000001,0.038245321340686145,0.03824532134068526,0.9053736922080979
Hub-attached,0.9450000000000001,0.04376790283717913,0.04376790283717824,0.9053736922080979
Hub-attached,0.9500000000000001,0.04929048433367211,0.049290484333671225,0.9053736922080979
Hub-attached,0.9550000000000001,0.0548130658301651,0.05481306583016443,0.9053736922080979
Hub-attached,0.96,0.06033564732665808,0.060335647326657194,0.9053736922080979
Hub-attached,0.965,0.06585822882315107,0.06585822882315018,0.9053736922080979
Hub-attached,0.97,0.07138081031964405,0.07138081031964272,0.9053736922080979
Hub-attached,0.975,0.07690339181613703,0.07690339181613659,0.9053736922080979
Hub-attached,0.98,0.08242597331263002,0.08242597331262935,0.9053736922080979
Hub-attached,0.985,0.087948554809123,0.08794855480912211,0.9053736922080979
Hub-attached,0.99,0.09347113630561621,0.09347113630561532,0.9053736922080979
Hub-attached,0.995,0.0989937178021092,0.09899371780210808,0.9053736922080979
Hub-attached,1.0,0.10451629929860218,0.10451629929860107,0.9053736922080979
Hub-attached,1.0050000000000001,0.11003888079509538,0.1100388807950945,0.9053736922080979
Hub-attached,1.01,0.11556146229158815,0.1155614622915877,0.9053736922080979
Hub-attached,1.0150000000000001,0.12108404378808135,0.12108404378808046,0.9053736922080979
Hub-attached,1.02,0.12660662528457411,0.12660662528457323,0.9053736922080979
Hub-attached,1.025,0.1321292067810671,0.1321292067810662,0.9053736922080979
Hub-attached,1.03,0.1376517882775603,0.1376517882775592,0.9053736922080979
Hub-attached,1.035,0.14317436977405307,0.14317436977405218,0.9053736922080979
Hub-attached,1.04,0.14869695127054627,0.14869695127054583,0.9053736922080979
Hub-attached,1.045,0.15421953276703926,0.15421953276703815,0.9053736922080979
Hub-attached,1.05,0.15974211426353224,0.15974211426353135,0.9053736922080979
Hub-attached,1.055,0.16526469576002523,0.16526469576002412,0.9053736922080979
Hub-attached,1.06,0.17078727725651843,0.17078727725651732,0.9053736922080979
Hub-attached,1.065,0.1763098587530112,0.1763098587530103,0.9053736922080979
Hub-attached,1.07,0.1818324402495044,0.18183244024950374,0.9053736922080979
Hub-attached,1.075,0.18735502174599716,0.1873550217459965,0.9053736922080979
Hub-attached,1.08,0.19287760324249037,0.19287760324248926,0.9053736922080979
Hub-attached,1.085,0.19840018473898335,0.19840018473898224,0.9053736922080979
Hub-attached,1.09,0.20392276623547634,0.20392276623547567,0.9053736922080979
Hub-attached,1.095,0.20944534773196932,0.20944534773196866,0.9053736922080979
Hub-attached,1.1,0.21496792922846253,0.2149679292284612,0.9053736922080979
Hub-attached,1.105,0.2204905107249553,0.22049051072495418,0.9053736922080979
Hub-attached,1.11,0.2260130922214485,0.2260130922214474,0.9053736922080979
Hub-attached,1.115,0.23153567371794148,0.23153567371794037,0.9053736922080979
Hub-attached,1.12,0.23705825521443447,0.23705825521443336,0.9053736922080979
Hub-attached,1.125,0.24258083671092745,0.24258083671092656,0.9053736922080979
Hub-attached,1.1300000000000001,0.24810341820742066,0.24810341820741955,0.9053736922080979
Hub-attached,1.135,0.2536259997039134,0.253625999703913,0.9053736922080979
Hub-attached,1.1400000000000001,0.2591485812004066,0.25914858120040574,0.9053736922080979
Hub-attached,1.145,0.2646711626968994,0.26467116269689916,0.9053736922080979
Hub-attached,1.1500000000000001,0.2701937441933926,0.2701937441933917,0.9053736922080979
Hub-attached,1.155,0.2757163256898856,0.2757163256898849,0.9053736922080979
Hub-attached,1.16,0.28123890718637834,0.2812389071863779,0.9053736922080979
Hub-attached,1.165,0.28676148868287155,0.28676148868287066,0.9053736922080979
Hub-attached,1.17,0.29228407017936453,0.2922840701793634,0.9053736922080979
Hub-attached,1.175,0.2978066516758575,0.2978066516758566,0.9053736922080979
Hub-attached,1.18,0.3033292331723505,0.30332923317234983,0.9053736922080979
Hub-attached,1.185,0.3088518146688437,0.30885181466884304,0.9053736922080979
Hub-attached,1.19,0.31437439616533647,0.314374396165336,0.9053736922080979
Hub-attached,1.195,0.3198969776618297,0.31989697766182856,0.9053736922080979
Hub-attached,1.2,0.32541955915832244,0.32541955915832177,0.9053736922080979
