model,gain,spectral_rate,direct_eigen_rate,eta
Chain-attached,0.48,-0.40742167264887286,-0.4074216726488731,0.8100194992713261
Chain-attached,0.485,-0.4012489817389653,-0.40124898173896595,0.8100194992713261
Chain-attached,0.49,-0.3950762908290577,-0.39507629082905793,0.8100194992713261
Chain-attached,0.495,-0.38890359991915013,-0.3889035999191506,0.8100194992713261
Chain-attached,0.5,-0.38273090900924256,-0.3827309090092428,0.8100194992713261
Chain-attached,0.505,-0.376558218099335,-0.37655821809933543,0.8100194992713261
Chain-attached,0.51,-0.3703855271894274,-0.37038552718942763,0.8100194992713261
Chain-attached,0.515,-0.36421283627951984,-0.36421283627951984,0.8100194992713261
Chain-attached,0.52,-0.35804014536961215,-0.35804014536961204,0.8100194992713261
Chain-attached,0.525,-0.3518674544597046,-0.35186745445970513,0.8100194992713261
Chain-attached,0.53,-0.345694763549797,-0.3456947635497971,0.8100194992713261
Chain-attached,0.535,-0.3395220726398894,-0.3395220726398891,0.8100194992713261
Chain-attached,0.54,-0.33334938172998185,-0.3333493817299824,0.8100194992713261
Chain-attached,0.545,-0.3271766908200743,-0.32717669082007483,0.8100194992713261
Chain-attached,0.55,-0.3210039999101667,-0.32100399991016704,0.8100194992713261
Chain-attached,0.555,-0.31483130900025913,-0.314831309000259,0.8100194992713261
Chain-attached,0.56,-0.30865861809035156,-0.3086586180903521,0.8100194992713261
Chain-attached,0.5650000000000001,-0.302485927180444,-0.30248592718044454,0.8100194992713261
Chain-attached,0.5700000000000001,-0.2963132362705364,-0.29631323627053696,0.8100194992713261
Chain-attached,0.5750000000000001,-0.29014054536062883,-0.2901405453606294,0.8100194992713261
Chain-attached,0.58,-0.28396785445072137,-0.28396785445072203,0.8100194992713261
Chain-attached,0.585,-0.2777951635408138,-0.27779516354081424,0.8100194992713261
Chain-attached,0.59,-0.2716224726309062,-0.2716224726309069,0.8100194992713261
Chain-attached,0.595,-0.26544978172099865,-0.26544978172099887,0.8100194992713261
Chain-attached,0.6,-0.25927709081109107,-0.25927709081109174,0.8100194992713261
Chain-attached,0.605,-0.2531043999011835,-0.2531043999011837,0.8100194992713261
Chain-attached,0.61,-0.24693170899127592,-0.2469317089912766,0.8100194992713261
Chain-attached,0.615,-0.24075901808136835,-0.2407590180813688,0.8100194992713261
Chain-attached,0.62,-0.23458632717146077,-0.234586327171461,0.8100194992713261
Chain-attached,0.625,-0.2284136362615532,-0.22841363626155364,0.8100194992713261
Chain-attached,0.63,-0.22224094535164562,-0.22224094535164562,0.8100194992713261
Chain-attached,0.635,-0.21606825444173805,-0.21606825444173805,0.8100194992713261
Chain-attached,0.64,-0.20989556353183036,-0.20989556353183092,0.8100194992713261
Chain-attached,0.645,-0.2037228726219228,-0.20372287262192335,0.8100194992713261
Chain-attached,0.65,-0.19755018171201522,-0.19755018171201533,0.8100194992713261
Chain-attached,0.655,-0.19137749080210764,-0.19137749080210797,0.8100194992713261
Chain-attached,0.66,-0.18520479989220007,-0.18520479989220062,0.8100194992713261
Chain-attached,0.665,-0.1790321089822925,-0.17903210898229327,0.8100194992713261
Chain-attached,0.67,-0.17285941807238492,-0.1728594180723857,0.8100194992713261
Chain-attached,0.675,-0.16668672716247734,-0.16668672716247768,0.8100194992713261
Chain-attached,0.68,-0.16051403625256977,-0.16051403625257032,0.8100194992713261
Chain-attached,0.685,-0.1543413453426622,-0.15434134534266253,0.8100194992713261
Chain-attached,0.6900000000000001,-0.14816865443275462,-0.14816865443275518,0.8100194992713261
Chain-attached,0.6950000000000001,-0.14199596352284705,-0.14199596352284782,0.8100194992713261
Chain-attached,0.7000000000000001,-0.13582327261293947,-0.13582327261294025,0.8100194992713261
Chain-attached,0.705,-0.129650581703032,-0.12965058170303267,0.8100194992713261
Chain-attached,0.71,-0.12347789079312443,-0.12347789079312488,0.8100194992713261
Chain-attached,0.715,-0.11730519988321686,-0.11730519988321753,0.8100194992713261
Chain-attached,0.72,-0.11113250897330929,-0.11113250897330995,0.8100194992713261
Chain-attached,0.725,-0.10495981806340171,-0.10495981806340238,0.8100194992713261
Chain-attached,0.73,-0.09878712715349414,-0.09878712715349502,0.8100194992713261
Chain-attached,0.735,-0.09261443624358656,-0.092614436243587,0.8100194992713261
Chain-attached,0.74,-0.08644174533367899,-0.08644174533367943,0.8100194992713261
Chain-attached,0.745,-0.08026905442377141,-0.0802690544237723,0.8100194992713261
Chain-attached,0.75,-0.07409636351386384,-0.0740963635138645,0.8100194992713261
Chain-attached,0.755,-0.06792367260395626,-0.06792367260395671,0.8100194992713261
Chain-attached,0.76,-0.06175098169404858,-0.061750981694049134,0.8100194992713261
Chain-attached,0.765,-0.055578290784141005,-0.05557829078414156,0.8100194992713261
Chain-attached,0.77,-0.04940559987423343,-0.04940559987423421,0.8100194992713261
Chain-attached,0.775,-0.043232908964325856,-0.04323290896432663,0.8100194992713261
Chain-attached,0.78,-0.03706021805441828,-0.037060218054418614,0.8100194992713261
Chain-attached,0.785,-0.030887527144510707,-0.030887527144511262,0.8100194992713261
Chain-attached,0.79,-0.024714836234603133,-0.024714836234603466,0.8100194992713261
Chain-attached,0.795,-0.018542145324695558,-0.018542145324696335,0.8100194992713261
Chain-attached,0.8,-0.012369454414787984,-0.012369454414788539,0.8100194992713261
Chain-attached,0.805,-0.006196763504880409,-0.006196763504880742,0.8100194992713261
Chain-attached,0.81,-2.407259497283487e-05,-2.4072594973167938e-05,0.8100194992713261
Chain-attached,0.8150000000000001,0.0061486183149348506,0.006148618314933962,0.8100194992713261
Chain-attached,0.8200000000000001,0.012321309224842425,0.012321309224841981,0.8100194992713261
Chain-attached,0.8250000000000001,0.01849400013475,0.01849400013474911,0.8100194992713261
