network,family,is_toy,variant,projection,residual,exact_expected,analytic_error,dimension,rank,observed_closed,nonzero_spectrum_condition
network_026,Core-periphery,False,Constant bias,Node,0.0644751626490378,False,,12,12,False,3.453337529684607
network_026,Core-periphery,False,Constant bias,Node + order,9.15243923192725e-16,True,1.1453532107854637e-16,24,23,True,8.835434702015242
network_026,Core-periphery,False,Constant bias,Node + order + degree,6.500543036532626e-16,False,,300,44,True,4.484605455340877
network_026,Core-periphery,False,Full DMWA,Node,0.06786850639952187,False,,12,12,False,3.453337529684607
network_026,Core-periphery,False,Full DMWA,Node + order,0.023599431802474688,False,,24,23,False,8.835434702015242
network_026,Core-periphery,False,Full DMWA,Node + order + degree,6.474319563247762e-16,True,2.859761150548285e-17,300,44,True,4.484605455340877
network_027,Modular,False,Coverage,Node,8.915932407010536e-16,True,1.1292628919183626e-16,12,12,True,3.4455339364751545
network_027,Modular,False,Coverage,Node + order,5.924432377301418e-16,False,,24,20,True,3.9318031833133644
network_027,Modular,False,Coverage,Node + order + degree,8.314299319903865e-16,False,,132,25,True,4.9777047243739645
network_027,Modular,False,Constant bias,Node,0.07683121269703905,False,,12,12,False,3.4455339364751545
network_027,Modular,False,Constant bias,Node + order,5.805150210608795e-16,True,1.7752065516892411e-16,24,20,True,3.9318031833133644
network_027,Modular,False,Constant bias,Node + order + degree,7.090134623841895e-16,False,,132,25,True,4.9777047243739645
network_027,Modular,False,Full DMWA,Node,0.07758484929631285,False,,12,12,False,3.4455339364751545
network_027,Modular,False,Full DMWA,Node + order,0.016994200096323447,False,,24,20,False,3.9318031833133644
network_027,Modular,False,Full DMWA,Node + order + degree,7.243251855688138e-16,True,9.042876187752997e-17,132,25,True,4.9777047243739645
network_028,Random,False,Coverage,Node,1.3391144558477837e-15,True,1.4854824372903226e-16,12,12,True,4.111611150559638
network_028,Random,False,Coverage,Node + order,7.682151173508878e-16,False,,24,15,True,4.215925645416519
network_028,Random,False,Coverage,Node + order + degree,1.3787912541581567e-15,False,,108,24,True,3.8894983144531947
network_028,Random,False,Constant bias,Node,0.1387855876314122,False,,12,12,False,4.111611150559638
network_028,Random,False,Constant bias,Node + order,7.033394538029189e-16,True,2.3486760369943028e-17,24,15,True,4.215925645416519
network_028,Random,False,Constant bias,Node + order + degree,1.0833114952912547e-15,False,,108,24,True,3.8894983144531947
network_028,Random,False,Full DMWA,Node,0.14313671614072387,False,,12,12,False,4.111611150559638
network_028,Random,False,Full DMWA,Node + order,0.036326665926098116,False,,24,15,False,4.215925645416519
network_028,Random,False,Full DMWA,Node + order + degree,1.1230419027044513e-15,True,1.4050301264384243e-17,108,24,True,3.8894983144531947
network_029,Core-periphery,False,Coverage,Node,8.325618127015867e-16,True,1.575544467881772e-16,12,12,True,3.498284119400718
network_029,Core-periphery,False,Coverage,Node + order,1.2725097622546292e-15,False,,24,21,True,7.331917724328414
network_029,Core-periphery,False,Coverage,Node + order + degree,2.3443288815626677e-16,False,,240,35,True,3.0000000000000013
network_029,Core-periphery,False,Constant bias,Node,0.06961780822109298,False,,12,12,False,3.498284119400718
network_029,Core-periphery,False,Constant bias,Node + order,1.2867206165976076e-15,True,1.4998447017966155e-16,24,21,True,7.331917724328414
network_029,Core-periphery,False,Constant bias,Node + order + degree,2.310548951042916e-16,False,,240,35,True,3.0000000000000013
network_029,Core-periphery,False,Full DMWA,Node,0.07357170993449312,False,,12,12,False,3.498284119400718
network_029,Core-periphery,False,Full DMWA,Node + order,0.02622187405286496,False,,24,21,False,7.331917724328414
network_029,Core-periphery,False,Full DMWA,Node + order + degree,2.3134685251972185e-16,True,5.978352912891993e-17,240,35,True,3.0000000000000013
network_030,Modular,False,Coverage,Node,8.81636559832356e-16,True,2.1202992319317825e-16,12,12,True,3.4642276246199466
network_030,Modular,False,Coverage,Node + order,3.3507307979899617e-15,False,,24,22,True,4.357205987740259
network_030,Modular,False,Coverage,Node + order + degree,4.927937565302357e-16,False,,216,35,True,3.000000000000001
network_030,Modular,False,Constant bias,Node,0.05456260190313229,False,,12,12,False,3.4642276246199466
network_030,Modular,False,Constant bias,Node + order,3.3603569282374124e-15,True,1.5633103767590913e-16,24,22,True,4.357205987740259
network_030,Modular,False,Constant bias,Node + order + degree,4.797458194247922e-16,False,,216,35,True,3.000000000000001
network_030,Modular,False,Full DMWA,Node,0.056416769421296316,False,,12,12,False,3.4642276246199466
network_030,Modular,False,Full DMWA,Node + order,0.01816550214247101,False,,24,22,False,4.357205987740259
network_030,Modular,False,Full DMWA,Node + order + degree,4.79737623839065e-16,True,1.769887970434867e-16,216,35,True,3.000000000000001
network_031,Random,False,Coverage,Node,8.275545388914974e-16,True,8.312755754793536e-17,12,12,True,4.2006103681638605
network_031,Random,False,Coverage,Node + order,6.060949285561989e-16,False,,24,17,True,4.7324831936048835
network_031,Random,False,Coverage,Node + order + degree,2.6156401256454916e-16,False,,168,26,True,3.3541019662496843
network_031,Random,False,Constant bias,Node,0.08724641242127294,False,,12,12,False,4.2006103681638605
network_031,Random,False,Constant bias,Node + order,5.635786233102189e-16,True,1.1135300637797032e-16,24,17,True,4.7324831936048835
network_031,Random,False,Constant bias,Node + order + degree,2.402725552152103e-16,False,,168,26,True,3.3541019662496843
network_031,Random,False,Full DMWA,Node,0.09643602437083917,False,,12,12,False,4.2006103681638605
network_031,Random,False,Full DMWA,Node + order,0.035559128429984585,False,,24,17,False,4.7324831936048835
network_031,Random,False,Full DMWA,Node + order + degree,2.4045555492944214e-16,True,4.019925429560135e-17,168,26,True,3.3541019662496843
network_032,Core-periphery,False,Coverage,Node,3.862035714218679e-16,True,7.388254564079976e-17,12,12,True,5.671502726438266
network_032,Core-periphery,False,Coverage,Node + order,1.3595367243571963e-15,False,,24,17,True,7.090121789512011
network_032,Core-periphery,False,Coverage,Node + order + degree,2.5041744288595893e-16,False,,144,25,True,3.498276038408567
network_032,Core-periphery,False,Constant bias,Node,0.06686858033463847,False,,12,12,False,5.671502726438266
network_032,Core-periphery,False,Constant bias,Node + order,1.3146072637057808e-15,True,1.4642208771824065e-16,24,17,True,7.090121789512011
network_032,Core-periphery,False,Constant bias,Node + order + degree,2.508657374767362e-16,False,,144,25,True,3.498276038408567
network_032,Core-periphery,False,Full DMWA,Node,0.0781593105492045,False,,12,12,False,5.671502726438266
network_032,Core-periphery,False,Full DMWA,Node + order,0.034048765132211375,False,,24,17,False,7.090121789512011
network_032,Core-periphery,False,Full DMWA,Node + order + degree,2.506670816348521e-16,True,2.3489499103440616e-17,144,25,True,3.498276038408567
network_033,Modular,False,Coverage,Node,7.977726331990296e-16,True,1.1311041608133358e-16,12,12,True,3.769868393596927
network_033,Modular,False,Coverage,Node + order,8.307723421112341e-16,False,,24,16,True,3.840520730343939
network_033,Modular,False,Coverage,Node + order + degree,4.550928250135546e-16,False,,108,21,True,4.493959207434938
network_033,Modular,False,Constant bias,Node,0.132597086715852,False,,12,12,False,3.769868393596927
network_033,Modular,False,Constant bias,Node + order,7.31171543983562e-16,True,1.1711285469018516e-16,24,16,True,3.840520730343939
network_033,Modular,False,Constant bias,Node + order + degree,3.4527573992060365e-16,False,,108,21,True,4.493959207434938
network_033,Modular,False,Full DMWA,Node,0.13608899295586255,False,,12,12,False,3.769868393596927
network_033,Modular,False,Full DMWA,Node + order,0.028834768759707034,False,,24,16,False,3.840520730343939
network_033,Modular,False,Full DMWA,Node + order + degree,3.267189012990769e-16,True,1.0637139169113808e-16,108,21,True,4.493959207434938
network_034,Random,False,Coverage,Node,1.195599287771135e-15,True,9.737583424241103e-17,12,12,True,3.4164500363796515
network_034,Random,False,Coverage,Node + order,1.4408559551785528e-15,False,,24,18,True,6.398335907297075
network_034,Random,False,Coverage,Node + order + degree,4.041705172184548e-16,False,,132,27,True,2.121320343559643
network_034,Random,False,Constant bias,Node,0.1246309272899085,False,,12,12,False,3.4164500363796515
network_034,Random,False,Constant bias,Node + order,1.5087715516014728e-15,True,1.6014592810010123e-16,24,18,True,6.398335907297075
network_034,Random,False,Constant bias,Node + order + degree,3.3847338706801764e-16,False,,132,27,True,2.121320343559643
network_034,Random,False,Full DMWA,Node,0.12943684825446775,False,,12,12,False,3.4164500363796515
network_034,Random,False,Full DMWA,Node + order,0.034784746281438156,False,,24,18,False,6.398335907297075
network_034,Random,False,Full DMWA,Node + order + degree,3.4400668222636653e-16,True,7.373543096059601e-17,132,27,True,2.121320343559643
network_035,Core-periphery,False,Coverage,Node,7.349886132311122e-16,True,1.5476295666590843e-16,12,12,True,4.47485833805112
network_035,Core-periphery,False,Coverage,Node + order,1.1405073988896536e-15,False,,24,18,True,9.133861206102996
network_035,Core-periphery,False,Coverage,Node + order + degree,2.9055255485634955e-16,False,,192,28,True,3.3541019662496843
network_035,Core-periphery,False,Constant bias,Node,0.08919383480545351,False,,12,12,False,4.47485833805112
network_035,Core-periphery,False,Constant bias,Node + order,1.0967343686995874e-15,True,1.3473072085311335e-16,24,18,True,9.133861206102996
network_035,Core-periphery,False,Constant bias,Node + order + degree,2.6710298677172834e-16,False,,192,28,True,3.3541019662496843
network_035,Core-periphery,False,Full DMWA,Node,0.09691916008763207,False,,12,12,False,4.47485833805112
network_035,Core-periphery,False,Full DMWA,Node + order,0.03950217975730118,False,,24,18,False,9.133861206102996
network_035,Core-periphery,False,Full DMWA,Node + order + degree,2.6553120239714923e-16,True,7.67670279077191e-17,192,28,True,3.3541019662496843
network_036,Modular,False,Coverage,Node,8.200280700596523e-16,True,9.997442474510476e-17,12,12,True,3.1794454582841807
network_036,Modular,False,Coverage,Node + order,7.261370245540687e-16,False,,24,20,True,3.937104211184012
network_036,Modular,False,Coverage,Node + order + degree,1.0050349748235635e-15,False,,96,27,True,3.262991620741613
network_036,Modular,False,Constant bias,Node,0.08214096099319293,False,,12,12,False,3.1794454582841807
network_036,Modular,False,Constant bias,Node + order,6.823247260754543e-16,True,1.1696142029752988e-16,24,20,True,3.937104211184012
network_036,Modular,False,Constant bias,Node + order + degree,8.232674181799037e-16,False,,96,27,True,3.262991620741613
network_036,Modular,False,Full DMWA,Node,0.08229856366910218,False,,12,12,False,3.1794454582841807
network_036,Modular,False,Full DMWA,Node + order,0.015239011108653392,False,,24,20,False,3.937104211184012
network_036,Modular,False,Full DMWA,Node + order + degree,8.456948788608114e-16,True,5.929866360896352e-17,96,27,True,3.262991620741613
network_037,Random,False,Coverage,Node,7.273941100916806e-16,True,2.7759291845340823e-16,12,12,True,3.496725178400777
network_037,Random,False,Coverage,Node + order,5.229127441439344e-16,False,,24,19,True,7.569239132123806
network_037,Random,False,Coverage,Node + order + degree,5.860608814682918e-16,False,,192,29,True,3.0
network_037,Random,False,Constant bias,Node,0.09186507866582512,False,,12,12,False,3.496725178400777
network_037,Random,False,Constant bias,Node + order,4.838603769520478e-16,True,9.355281878025874e-17,24,19,True,7.569239132123806
network_037,Random,False,Constant bias,Node + order + degree,5.44486129775979e-16,False,,192,29,True,3.0
network_037,Random,False,Full DMWA,Node,0.09863762666937904,False,,12,12,False,3.496725178400777
network_037,Random,False,Full DMWA,Node + order,0.03746998268123062,False,,24,19,False,7.569239132123806
network_037,Random,False,Full DMWA,Node + order + degree,5.462440147441444e-16,True,7.593743259273096e-17,192,29,True,3.0
network_038,Core-periphery,False,Coverage,Node,7.935949095675272e-16,True,1.9026875719885857e-16,12,12,True,3.4149038368205753
network_038,Core-periphery,False,Coverage,Node + order,8.769425968684648e-16,False,,24,22,True,11.077146153209725
network_038,Core-periphery,False,Coverage,Node + order + degree,2.293150630008831e-16,False,,216,35,True,3.2255049266776936
network_038,Core-periphery,False,Constant bias,Node,0.07478117807801012,False,,12,12,False,3.4149038368205753
network_038,Core-periphery,False,Constant bias,Node + order,9.350412378376882e-16,True,1.5593717406776086e-16,24,22,True,11.077146153209725
network_038,Core-periphery,False,Constant bias,Node + order + degree,2.1543959646138098e-16,False,,216,35,True,3.2255049266776936
network_038,Core-periphery,False,Full DMWA,Node,0.08073292624100921,False,,12,12,False,3.4149038368205753
network_038,Core-periphery,False,Full DMWA,Node + order,0.030466571536204426,False,,24,22,False,11.077146153209725
network_038,Core-periphery,False,Full DMWA,Node + order + degree,2.1609991595586746e-16,True,5.730334755279687e-17,216,35,True,3.2255049266776936
network_039,Modular,False,Coverage,Node,1.231809235247507e-15,True,1.284675422902563e-16,12,12,True,3.554081163027796
network_039,Modular,False,Coverage,Node + order,8.168031793962766e-16,False,,24,18,True,5.317431707916306
network_039,Modular,False,Coverage,Node + order + degree,4.463234105956037e-16,False,,120,24,True,3.0631184428468603
network_039,Modular,False,Constant bias,Node,0.10191706365026645,False,,12,12,False,3.554081163027796
network_039,Modular,False,Constant bias,Node + order,8.165493946505821e-16,True,1.682091693602271e-16,24,18,True,5.317431707916306
network_039,Modular,False,Constant bias,Node + order + degree,4.156155157135725e-16,False,,120,24,True,3.0631184428468603
network_039,Modular,False,Full DMWA,Node,0.10393425951285078,False,,12,12,False,3.554081163027796
network_039,Modular,False,Full DMWA,Node + order,0.021402781120723115,False,,24,18,False,5.317431707916306
network_039,Modular,False,Full DMWA,Node + order + degree,4.1436973807556447e-16,True,1.0128305005303244e-16,120,24,True,3.0631184428468603
network_040,Random,False,Coverage,Node,8.363306980922606e-16,True,1.007375825086033e-16,12,12,True,5.8896926381222325
network_040,Random,False,Coverage,Node + order,7.969009714510953e-16,False,,24,18,True,7.030084856263547
network_040,Random,False,Coverage,Node + order + degree,3.383296786391212e-16,False,,180,29,True,3.4982760384085667
network_040,Random,False,Constant bias,Node,0.05722060166168073,False,,12,12,False,5.8896926381222325
network_040,Random,False,Constant bias,Node + order,7.927611304091875e-16,True,1.4910110970981505e-16,24,18,True,7.030084856263547
network_040,Random,False,Constant bias,Node + order + degree,2.9657861587791687e-16,False,,180,29,True,3.4982760384085667
network_040,Random,False,Full DMWA,Node,0.06536158864294381,False,,12,12,False,5.8896926381222325
network_040,Random,False,Full DMWA,Node + order,0.027136631262385854,False,,24,18,False,7.030084856263547
network_040,Random,False,Full DMWA,Node + order + degree,3.1388104256864593e-16,True,1.0778919011352908e-16,180,29,True,3.4982760384085667
network_041,Core-periphery,False,Coverage,Node,7.00231761991905e-16,True,1.0365607878285492e-16,12,12,True,9.151699508414232
network_041,Core-periphery,False,Coverage,Node + order,9.363244048862092e-16,False,,24,18,True,8.181580431957332
network_041,Core-periphery,False,Coverage,Node + order + degree,4.80005426702486e-16,False,,132,24,True,3.863703305156273
network_041,Core-periphery,False,Constant bias,Node,0.057401559271056946,False,,12,12,False,9.151699508414232
network_041,Core-periphery,False,Constant bias,Node + order,8.27737885339529e-16,True,1.0020011008889469e-16,24,18,True,8.181580431957332
network_041,Core-periphery,False,Constant bias,Node + order + degree,4.703223858659486e-16,False,,132,24,True,3.863703305156273
network_041,Core-periphery,False,Full DMWA,Node,0.06367932133585806,False,,12,12,False,9.151699508414232
network_041,Core-periphery,False,Full DMWA,Node + order,0.019321829081896273,False,,24,18,False,8.181580431957332
network_041,Core-periphery,False,Full DMWA,Node + order + degree,4.709623613796541e-16,True,1.6379187765919235e-16,132,24,True,3.863703305156273
network_042,Modular,False,Coverage,Node,1.3973359325198196e-15,True,1.4318965014359589e-16,12,12,True,3.506170623855182
network_042,Modular,False,Coverage,Node + order,9.252201805719068e-16,False,,24,22,True,4.384833956464091
network_042,Modular,False,Coverage,Node + order + degree,2.573905901091869e-16,False,,192,34,True,3.225504926677693
network_042,Modular,False,Constant bias,Node,0.06743571883309595,False,,12,12,False,3.506170623855182
network_042,Modular,False,Constant bias,Node + order,9.005900888257049e-16,True,4.264489993854075e-17,24,22,True,4.384833956464091
network_042,Modular,False,Constant bias,Node + order + degree,2.524283033618702e-16,False,,192,34,True,3.225504926677693
network_042,Modular,False,Full DMWA,Node,0.06884380219259198,False,,12,12,False,3.506170623855182
network_042,Modular,False,Full DMWA,Node + order,0.020261847113241145,False,,24,22,False,4.384833956464091
network_042,Modular,False,Full DMWA,Node + order + degree,2.529795873529596e-16,True,9.764399865089427e-17,192,34,True,3.225504926677693
network_043,Random,False,Coverage,Node,6.226900511614365e-16,True,5.47896690574878e-17,12,12,True,4.583919403171226
network_043,Random,False,Coverage,Node + order,8.985780296777886e-16,False,,24,14,True,4.098275881163583
network_043,Random,False,Coverage,Node + order + degree,3.1716962140088987e-16,False,,108,19,True,3.3541019662496843
network_043,Random,False,Constant bias,Node,0.1201561211702468,False,,12,12,False,4.583919403171226
network_043,Random,False,Constant bias,Node + order,7.834940161539249e-16,True,5.769760112639863e-17,24,14,True,4.098275881163583
network_043,Random,False,Constant bias,Node + order + degree,2.8994053378359323e-16,False,,108,19,True,3.3541019662496843
network_043,Random,False,Full DMWA,Node,0.13237465174717916,False,,12,12,False,4.583919403171226
network_043,Random,False,Full DMWA,Node + order,0.04486129150128911,False,,24,14,False,4.098275881163583
network_043,Random,False,Full DMWA,Node + order + degree,2.9157370351076476e-16,True,1.6676899333978366e-16,108,19,True,3.3541019662496843
network_044,Core-periphery,False,Coverage,Node,8.010849589876425e-16,True,1.1496261231852573e-16,12,12,True,4.485227835062502
network_044,Core-periphery,False,Coverage,Node + order,1.123126764040504e-15,False,,24,18,True,6.175103973918047
network_044,Core-periphery,False,Coverage,Node + order + degree,7.009839654316996e-16,False,,168,28,True,3.0
network_044,Core-periphery,False,Constant bias,Node,0.08486321314218005,False,,12,12,False,4.485227835062502
network_044,Core-periphery,False,Constant bias,Node + order,1.0511397105358334e-15,True,1.537238845326585e-16,24,18,True,6.175103973918047
network_044,Core-periphery,False,Constant bias,Node + order + degree,6.414325390262393e-16,False,,168,28,True,3.0
network_044,Core-periphery,False,Full DMWA,Node,0.09071241296101494,False,,12,12,False,4.485227835062502
network_044,Core-periphery,False,Full DMWA,Node + order,0.02728904656511568,False,,24,18,False,6.175103973918047
network_044,Core-periphery,False,Full DMWA,Node + order + degree,6.280853698388286e-16,True,8.436423808328507e-17,168,28,True,3.0
network_045,Modular,False,Coverage,Node,6.968443343111884e-16,True,1.0369843187110027e-16,12,12,True,6.279001775202714
network_045,Modular,False,Coverage,Node + order,1.0414388674532172e-15,False,,24,18,True,5.140993072675267
network_045,Modular,False,Coverage,Node + order + degree,1.476160765758028e-15,False,,132,22,True,3.4323684169061055
network_045,Modular,False,Constant bias,Node,0.06589864702274394,False,,12,12,False,6.279001775202714
network_045,Modular,False,Constant bias,Node + order,1.0303647580579414e-15,True,1.205634076950379e-16,24,18,True,5.140993072675267
network_045,Modular,False,Constant bias,Node + order + degree,1.1360418259860683e-15,False,,132,22,True,3.4323684169061055
network_045,Modular,False,Full DMWA,Node,0.06849639966031669,False,,12,12,False,6.279001775202714
network_045,Modular,False,Full DMWA,Node + order,0.01846183952915406,False,,24,18,False,5.140993072675267
network_045,Modular,False,Full DMWA,Node + order + degree,1.0718700461488874e-15,True,1.0696060810817114e-16,132,22,True,3.4323684169061055
network_046,Random,False,Coverage,Node,1.2715426166851223e-15,True,9.711901011435979e-17,12,12,True,3.5776101002375382
network_046,Random,False,Coverage,Node + order,2.976638837892547e-15,False,,24,17,True,7.45090747353529
network_046,Random,False,Coverage,Node + order + degree,5.242414418851653e-16,False,,132,24,True,3.522329923644917
network_046,Random,False,Constant bias,Node,0.13486172167859933,False,,12,12,False,3.5776101002375382
network_046,Random,False,Constant bias,Node + order,2.666888757977302e-15,True,4.8886783806484257e-17,24,17,True,7.45090747353529
network_046,Random,False,Constant bias,Node + order + degree,4.617172161000467e-16,False,,132,24,True,3.522329923644917
network_046,Random,False,Full DMWA,Node,0.13915957347949964,False,,12,12,False,3.5776101002375382
network_046,Random,False,Full DMWA,Node + order,0.03588064444403759,False,,24,17,False,7.45090747353529
network_046,Random,False,Full DMWA,Node + order + degree,4.488819938987427e-16,True,4.5881267474546977e-17,132,24,True,3.522329923644917
network_047,Core-periphery,False,Coverage,Node,4.336337477357002e-16,True,1.2457774149334937e-16,12,12,True,6.0493818675164
network_047,Core-periphery,False,Coverage,Node + order,2.903677559638406e-15,False,,24,16,True,6.733044176669489
network_047,Core-periphery,False,Coverage,Node + order + degree,3.993547324106384e-16,False,,132,23,True,3.077683537175253
network_047,Core-periphery,False,Constant bias,Node,0.09077129242076795,False,,12,12,False,6.0493818675164
network_047,Core-periphery,False,Constant bias,Node + order,2.384752493914139e-15,True,8.111635253881392e-17,24,16,True,6.733044176669489
network_047,Core-periphery,False,Constant bias,Node + order + degree,3.656271742604441e-16,False,,132,23,True,3.077683537175253
network_047,Core-periphery,False,Full DMWA,Node,0.09910388889300781,False,,12,12,False,6.0493818675164
network_047,Core-periphery,False,Full DMWA,Node + order,0.03657301891992184,False,,24,16,False,6.733044176669489
network_047,Core-periphery,False,Full DMWA,Node + order + degree,3.70485021290856e-16,True,3.371948037075798e-17,132,23,True,3.077683537175253
network_048,Modular,False,Coverage,Node,1.0305182640904297e-15,True,1.178267099194576e-16,12,12,True,2.9777533520289126
network_048,Modular,False,Coverage,Node + order,8.377122562773998e-16,False,,24,22,True,3.977937515484695
network_048,Modular,False,Coverage,Node + order + degree,1.2661121047642493e-15,False,,96,27,True,3.4323684169061064
network_048,Modular,False,Constant bias,Node,0.05983339457827656,False,,12,12,False,2.9777533520289126
network_048,Modular,False,Constant bias,Node + order,8.166600841420921e-16,True,9.847351052967539e-17,24,22,True,3.977937515484695
network_048,Modular,False,Constant bias,Node + order + degree,9.651319150926525e-16,False,,96,27,True,3.4323684169061064
network_048,Modular,False,Full DMWA,Node,0.05998668636914086,False,,12,12,False,2.9777533520289126
network_048,Modular,False,Full DMWA,Node + order,0.013912301961758378,False,,24,22,False,3.977937515484695
network_048,Modular,False,Full DMWA,Node + order + degree,9.220914422067592e-16,True,5.849047323211006e-17,96,27,True,3.4323684169061064
network_049,Random,False,Coverage,Node,1.185164594383876e-15,True,1.3012339398529212e-16,12,12,True,4.260450095190059
network_049,Random,False,Coverage,Node + order,6.279393142690597e-16,False,,24,17,True,6.122317222710598
network_049,Random,False,Coverage,Node + order + degree,4.899337877402701e-16,False,,156,27,True,3.3541019662496847
network_049,Random,False,Constant bias,Node,0.11639720003153112,False,,12,12,False,4.260450095190059
network_049,Random,False,Constant bias,Node + order,5.996815324705118e-16,True,6.740790191346936e-17,24,17,True,6.122317222710598
network_049,Random,False,Constant bias,Node + order + degree,4.474867909427639e-16,False,,156,27,True,3.3541019662496847
network_049,Random,False,Full DMWA,Node,0.1245882781878068,False,,12,12,False,4.260450095190059
network_049,Random,False,Full DMWA,Node + order,0.040479845149630066,False,,24,17,False,6.122317222710598
network_049,Random,False,Full DMWA,Node + order + degree,4.534964349089898e-16,True,8.842413796413972e-17,156,27,True,3.3541019662496847
network_050,Core-periphery,False,Coverage,Node,7.028797415923181e-16,True,1.549340918587509e-16,12,12,True,4.204623480219121
network_050,Core-periphery,False,Coverage,Node + order,1.1571297839044704e-15,False,,24,19,True,6.211759296049409
network_050,Core-periphery,False,Coverage,Node + order + degree,9.13596384456339e-16,False,,216,32,True,4.068533677392853
network_050,Core-periphery,False,Constant bias,Node,0.0654992561390111,False,,12,12,False,4.204623480219121
network_050,Core-periphery,False,Constant bias,Node + order,1.1204682146019463e-15,True,1.6968515646217465e-16,24,19,True,6.211759296049409
network_050,Core-periphery,False,Constant bias,Node + order + degree,8.897585909308456e-16,False,,216,32,True,4.068533677392853
network_050,Core-periphery,False,Full DMWA,Node,0.07502062541403832,False,,12,12,False,4.204623480219121
network_050,Core-periphery,False,Full DMWA,Node + order,0.03603132260564467,False,,24,19,False,6.211759296049409
network_050,Core-periphery,False,Full DMWA,Node + order + degree,8.872166171061989e-16,True,8.116725942150666e-17,216,32,True,4.068533677392853
network_051,Modular,False,Coverage,Node,1.4501125305904982e-15,True,1.1474007592038946e-16,12,12,True,5.360637116947756
network_051,Modular,False,Coverage,Node + order,1.3309562909257773e-15,False,,24,20,True,4.345017620133051
network_051,Modular,False,Coverage,Node + order + degree,3.951386851995655e-16,False,,180,30,True,3.077683537175253
network_051,Modular,False,Constant bias,Node,0.05687024992338687,False,,12,12,False,5.360637116947756
network_051,Modular,False,Constant bias,Node + order,1.2849851983400634e-15,True,1.5634420300989775e-16,24,20,True,4.345017620133051
network_051,Modular,False,Constant bias,Node + order + degree,3.933665334891255e-16,False,,180,30,True,3.077683537175253
network_051,Modular,False,Full DMWA,Node,0.06057103843349974,False,,12,12,False,5.360637116947756
network_051,Modular,False,Full DMWA,Node + order,0.020095318988972852,False,,24,20,False,4.345017620133051
network_051,Modular,False,Full DMWA,Node + order + degree,3.926115383719167e-16,True,5.807982395259253e-17,180,30,True,3.077683537175253
network_052,Random,False,Coverage,Node,8.745842346097607e-16,True,1.1784981846108757e-16,12,12,True,3.661684348702109
network_052,Random,False,Coverage,Node + order,1.1714392258239063e-15,False,,24,20,True,9.671202415248475
network_052,Random,False,Coverage,Node + order + degree,5.290797603364488e-16,False,,216,32,True,3.23606797749979
network_052,Random,False,Constant bias,Node,0.09054977333113069,False,,12,12,False,3.661684348702109
network_052,Random,False,Constant bias,Node + order,1.052138010362601e-15,True,9.811620923393403e-17,24,20,True,9.671202415248475
network_052,Random,False,Constant bias,Node + order + degree,4.694323545387715e-16,False,,216,32,True,3.23606797749979
network_052,Random,False,Full DMWA,Node,0.09693197411526029,False,,12,12,False,3.661684348702109
network_052,Random,False,Full DMWA,Node + order,0.038343943884127867,False,,24,20,False,9.671202415248475
network_052,Random,False,Full DMWA,Node + order + degree,4.661355238947787e-16,True,4.110148364007667e-17,216,32,True,3.23606797749979
network_053,Core-periphery,False,Coverage,Node,6.748289957991993e-16,True,1.4120479746388258e-16,12,12,True,5.176485800023611
network_053,Core-periphery,False,Coverage,Node + order,1.510897451928872e-15,False,,24,21,True,6.530258105539769
network_053,Core-periphery,False,Coverage,Node + order + degree,6.189654372417919e-16,False,,312,39,True,2.7979326519318137
network_053,Core-periphery,False,Constant bias,Node,0.05853576570064142,False,,12,12,False,5.176485800023611
network_053,Core-periphery,False,Constant bias,Node + order,1.3936244497123536e-15,True,1.2201454948293237e-16,24,21,True,6.530258105539769
network_053,Core-periphery,False,Constant bias,Node + order + degree,6.213805588589966e-16,False,,312,39,True,2.7979326519318137
network_053,Core-periphery,False,Full DMWA,Node,0.06303374082108755,False,,12,12,False,5.176485800023611
network_053,Core-periphery,False,Full DMWA,Node + order,0.02472330470975176,False,,24,21,False,6.530258105539769
network_053,Core-periphery,False,Full DMWA,Node + order + degree,6.202777721887261e-16,True,1.1454487455106835e-16,312,39,True,2.7979326519318137
network_054,Modular,False,Coverage,Node,6.374835633847596e-16,True,1.3499177091046954e-16,12,12,True,3.6277501425819363
network_054,Modular,False,Coverage,Node + order,1.1758624691513453e-15,False,,24,22,True,4.323344362498338
network_054,Modular,False,Coverage,Node + order + degree,2.106399959633215e-16,False,,192,34,True,2.5980762113533165
network_054,Modular,False,Constant bias,Node,0.05054407600755365,False,,12,12,False,3.6277501425819363
network_054,Modular,False,Constant bias,Node + order,1.1905855008202013e-15,True,7.913305128576345e-17,24,22,True,4.323344362498338
network_054,Modular,False,Constant bias,Node + order + degree,2.0465269463357925e-16,False,,192,34,True,2.5980762113533165
network_054,Modular,False,Full DMWA,Node,0.05282493709102332,False,,12,12,False,3.6277501425819363
network_054,Modular,False,Full DMWA,Node + order,0.018807211169710947,False,,24,22,False,4.323344362498338
network_054,Modular,False,Full DMWA,Node + order + degree,2.0410296862584672e-16,True,9.33559673851062e-17,192,34,True,2.5980762113533165
network_055,Random,False,Coverage,Node,7.78319582303345e-16,True,2.444110757209786e-16,12,12,True,3.4125037527053097
network_055,Random,False,Coverage,Node + order,9.921334266971155e-16,False,,24,22,True,8.826692908341983
network_055,Random,False,Coverage,Node + order + degree,3.086951325021134e-16,False,,252,36,True,3.0776835371752536
