network,family,is_toy,variant,projection,residual,exact_expected,analytic_error,dimension,rank,observed_closed,nonzero_spectrum_condition
network_084,Modular,False,Constant bias,Node,0.07012100404238186,False,,12,12,False,2.9212571405294208
network_084,Modular,False,Constant bias,Node + order,7.505959681607809e-16,True,1.0210192727619833e-16,24,22,True,4.1100979641485145
network_084,Modular,False,Constant bias,Node + order + degree,6.007644281344344e-16,False,,108,31,True,3.0631184428468616
network_084,Modular,False,Full DMWA,Node,0.07177583083141109,False,,12,12,False,2.9212571405294208
network_084,Modular,False,Full DMWA,Node + order,0.019311915849268647,False,,24,22,False,4.1100979641485145
network_084,Modular,False,Full DMWA,Node + order + degree,6.130735813631123e-16,True,7.448999805479237e-17,108,31,True,3.0631184428468616
network_085,Random,False,Coverage,Node,8.031144703508355e-16,True,8.635170422981933e-17,12,12,True,3.853909401090061
network_085,Random,False,Coverage,Node + order,6.464260398526405e-16,False,,24,17,True,7.519170121198457
network_085,Random,False,Coverage,Node + order + degree,5.876669958444323e-16,False,,156,28,True,2.6131259297527536
network_085,Random,False,Constant bias,Node,0.12516711144836037,False,,12,12,False,3.853909401090061
network_085,Random,False,Constant bias,Node + order,6.030595110445161e-16,True,4.3870994074555703e-17,24,17,True,7.519170121198457
network_085,Random,False,Constant bias,Node + order + degree,5.070987966404457e-16,False,,156,28,True,2.6131259297527536
network_085,Random,False,Full DMWA,Node,0.13424473460701958,False,,12,12,False,3.853909401090061
network_085,Random,False,Full DMWA,Node + order,0.04182929774434196,False,,24,17,False,7.519170121198457
network_085,Random,False,Full DMWA,Node + order + degree,4.744136330916713e-16,True,1.8017278495640752e-16,156,28,True,2.6131259297527536
network_086,Core-periphery,False,Coverage,Node,1.4151407295114277e-15,True,1.0243975610549264e-16,12,12,True,4.26240989601129
network_086,Core-periphery,False,Coverage,Node + order,1.3770208029554527e-15,False,,24,21,True,13.394346190108106
network_086,Core-periphery,False,Coverage,Node + order + degree,6.257981459933994e-16,False,,228,32,True,2.7716385975338604
network_086,Core-periphery,False,Constant bias,Node,0.07420018521353583,False,,12,12,False,4.26240989601129
network_086,Core-periphery,False,Constant bias,Node + order,1.3188972920366133e-15,True,1.1205482503068115e-16,24,21,True,13.394346190108106
network_086,Core-periphery,False,Constant bias,Node + order + degree,6.117676325210384e-16,False,,228,32,True,2.7716385975338604
network_086,Core-periphery,False,Full DMWA,Node,0.0788697174492195,False,,12,12,False,4.26240989601129
network_086,Core-periphery,False,Full DMWA,Node + order,0.027172919442679203,False,,24,21,False,13.394346190108106
network_086,Core-periphery,False,Full DMWA,Node + order + degree,6.094026438281221e-16,True,8.442956779868638e-17,228,32,True,2.7716385975338604
network_087,Modular,False,Coverage,Node,9.543967837063157e-16,True,1.1941302199423088e-16,12,12,True,3.489530297190669
network_087,Modular,False,Coverage,Node + order,1.0823841391842248e-15,False,,24,20,True,8.835254192024237
network_087,Modular,False,Coverage,Node + order + degree,6.694063341790879e-16,False,,144,29,True,3.6017164470718783
network_087,Modular,False,Constant bias,Node,0.08736763682091023,False,,12,12,False,3.489530297190669
network_087,Modular,False,Constant bias,Node + order,1.006600404342677e-15,True,1.235915721215839e-16,24,20,True,8.835254192024237
network_087,Modular,False,Constant bias,Node + order + degree,5.967030429819395e-16,False,,144,29,True,3.6017164470718783
network_087,Modular,False,Full DMWA,Node,0.0897804028599801,False,,12,12,False,3.489530297190669
network_087,Modular,False,Full DMWA,Node + order,0.02760341139561538,False,,24,20,False,8.835254192024237
network_087,Modular,False,Full DMWA,Node + order + degree,5.881135725330144e-16,True,1.6567799017627176e-16,144,29,True,3.6017164470718783
network_088,Random,False,Coverage,Node,7.178188862391815e-16,True,2.2760999375066276e-16,12,12,True,4.094345462035095
network_088,Random,False,Coverage,Node + order,7.258068289217101e-16,False,,24,20,True,8.220821060711671
network_088,Random,False,Coverage,Node + order + degree,6.931374269735649e-16,False,,204,37,True,4.548962098955168
network_088,Random,False,Constant bias,Node,0.06205060209651459,False,,12,12,False,4.094345462035095
network_088,Random,False,Constant bias,Node + order,6.968014805510393e-16,True,1.3913102273610264e-16,24,20,True,8.220821060711671
network_088,Random,False,Constant bias,Node + order + degree,6.780550513879227e-16,False,,204,37,True,4.548962098955168
network_088,Random,False,Full DMWA,Node,0.07048925439777608,False,,12,12,False,4.094345462035095
network_088,Random,False,Full DMWA,Node + order,0.030142446962764167,False,,24,20,False,8.220821060711671
network_088,Random,False,Full DMWA,Node + order + degree,6.746064277469302e-16,True,8.375419957052455e-17,204,37,True,4.548962098955168
network_089,Core-periphery,False,Coverage,Node,7.775818400307128e-16,True,3.114182240612982e-16,12,12,True,5.49871238462826
network_089,Core-periphery,False,Coverage,Node + order,1.3795219856608732e-15,False,,24,18,True,6.362363738438313
network_089,Core-periphery,False,Coverage,Node + order + degree,7.223795871893634e-16,False,,180,31,True,3.1710949284177183
network_089,Core-periphery,False,Constant bias,Node,0.07711031596431511,False,,12,12,False,5.49871238462826
network_089,Core-periphery,False,Constant bias,Node + order,1.2747410006077695e-15,True,1.4518012346733117e-16,24,18,True,6.362363738438313
network_089,Core-periphery,False,Constant bias,Node + order + degree,7.065845969352212e-16,False,,180,31,True,3.1710949284177183
network_089,Core-periphery,False,Full DMWA,Node,0.08184759324009518,False,,12,12,False,5.49871238462826
network_089,Core-periphery,False,Full DMWA,Node + order,0.022659929223147243,False,,24,18,False,6.362363738438313
network_089,Core-periphery,False,Full DMWA,Node + order + degree,7.021931408294414e-16,True,1.1175492386067126e-16,180,31,True,3.1710949284177183
network_090,Modular,False,Coverage,Node,1.1986684567665391e-15,True,1.0008505672984504e-16,12,12,True,3.1143964822960415
network_090,Modular,False,Coverage,Node + order,9.642310601706646e-16,False,,24,18,True,3.8715500388029858
network_090,Modular,False,Coverage,Node + order + degree,3.4324224259657075e-16,False,,84,25,True,5.125830895483012
network_090,Modular,False,Constant bias,Node,0.11106704069480357,False,,12,12,False,3.1143964822960415
network_090,Modular,False,Constant bias,Node + order,8.717860487675842e-16,True,1.0376410959456872e-16,24,18,True,3.8715500388029858
network_090,Modular,False,Constant bias,Node + order + degree,3.0805778217866123e-16,False,,84,25,True,5.125830895483012
network_090,Modular,False,Full DMWA,Node,0.11214411980212971,False,,12,12,False,3.1143964822960415
network_090,Modular,False,Full DMWA,Node + order,0.022500817908235694,False,,24,18,False,3.8715500388029858
network_090,Modular,False,Full DMWA,Node + order + degree,3.0718298635408867e-16,True,1.4701886616795997e-16,84,25,True,5.125830895483012
network_091,Random,False,Coverage,Node,9.949611222105187e-16,True,1.032582871139033e-16,12,12,True,3.656174525115446
network_091,Random,False,Coverage,Node + order,1.0972525383711109e-15,False,,24,17,True,5.272246758033709
network_091,Random,False,Coverage,Node + order + degree,8.795540262991549e-16,False,,132,25,True,3.382867562396712
network_091,Random,False,Constant bias,Node,0.1110801496919653,False,,12,12,False,3.656174525115446
network_091,Random,False,Constant bias,Node + order,9.346547494287383e-16,True,1.0480806784758109e-16,24,17,True,5.272246758033709
network_091,Random,False,Constant bias,Node + order + degree,6.940538968096876e-16,False,,132,25,True,3.382867562396712
network_091,Random,False,Full DMWA,Node,0.11647642762409724,False,,12,12,False,3.656174525115446
network_091,Random,False,Full DMWA,Node + order,0.03581657266866264,False,,24,17,False,5.272246758033709
network_091,Random,False,Full DMWA,Node + order + degree,7.02948020625373e-16,True,8.343601435866117e-17,132,25,True,3.382867562396712
network_092,Core-periphery,False,Coverage,Node,1.4570601963055822e-15,True,2.6420360524151443e-16,12,12,True,4.536550843490843
network_092,Core-periphery,False,Coverage,Node + order,6.702471177834301e-16,False,,24,22,True,8.82076943883745
network_092,Core-periphery,False,Coverage,Node + order + degree,2.567468364416788e-16,False,,336,41,True,3.0000000000000013
network_092,Core-periphery,False,Constant bias,Node,0.05497815567765318,False,,12,12,False,4.536550843490843
network_092,Core-periphery,False,Constant bias,Node + order,6.36022179085853e-16,True,1.9159559603136802e-16,24,22,True,8.82076943883745
network_092,Core-periphery,False,Constant bias,Node + order + degree,2.5380525732127044e-16,False,,336,41,True,3.0000000000000013
network_092,Core-periphery,False,Full DMWA,Node,0.06135807685692494,False,,12,12,False,4.536550843490843
network_092,Core-periphery,False,Full DMWA,Node + order,0.030158388285414436,False,,24,22,False,8.82076943883745
network_092,Core-periphery,False,Full DMWA,Node + order + degree,2.524130885926546e-16,True,1.160058765738679e-16,336,41,True,3.0000000000000013
network_093,Modular,False,Coverage,Node,7.197591485081024e-16,True,1.2837300317307173e-16,12,12,True,4.350345169234682
network_093,Modular,False,Coverage,Node + order,7.39557118023314e-16,False,,24,18,True,6.890029306410366
network_093,Modular,False,Coverage,Node + order + degree,5.798482671339446e-16,False,,144,26,True,2.9999999999999996
network_093,Modular,False,Constant bias,Node,0.07150447724034616,False,,12,12,False,4.350345169234682
network_093,Modular,False,Constant bias,Node + order,6.966065766103268e-16,True,1.5000205029082964e-16,24,18,True,6.890029306410366
network_093,Modular,False,Constant bias,Node + order + degree,6.010461796340542e-16,False,,144,26,True,2.9999999999999996
network_093,Modular,False,Full DMWA,Node,0.07724253779912686,False,,12,12,False,4.350345169234682
network_093,Modular,False,Full DMWA,Node + order,0.027918604392846626,False,,24,18,False,6.890029306410366
network_093,Modular,False,Full DMWA,Node + order + degree,6.00771291338416e-16,True,1.8356542742824413e-16,144,26,True,2.9999999999999996
network_094,Random,False,Coverage,Node,4.0792328961518826e-16,True,1.3566471736220935e-16,12,12,True,4.46225934639025
network_094,Random,False,Coverage,Node + order,2.000438219321299e-15,False,,24,16,True,5.391835731414849
network_094,Random,False,Coverage,Node + order + degree,1.5468796634913208e-16,False,,156,24,True,1.7320508075688772
network_094,Random,False,Constant bias,Node,0.12278189454243414,False,,12,12,False,4.46225934639025
network_094,Random,False,Constant bias,Node + order,1.80656075296213e-15,True,1.110940822461967e-16,24,16,True,5.391835731414849
network_094,Random,False,Constant bias,Node + order + degree,1.3625287971015739e-16,False,,156,24,True,1.7320508075688772
network_094,Random,False,Full DMWA,Node,0.13072730390827428,False,,12,12,False,4.46225934639025
network_094,Random,False,Full DMWA,Node + order,0.046123848181366285,False,,24,16,False,5.391835731414849
network_094,Random,False,Full DMWA,Node + order + degree,1.375411370342556e-16,True,1.7656601115671584e-18,156,24,True,1.7320508075688772
network_095,Core-periphery,False,Coverage,Node,1.1282176668848428e-15,True,1.0558648021983951e-16,12,12,True,5.460271192979741
network_095,Core-periphery,False,Coverage,Node + order,1.1588684990857427e-15,False,,24,21,True,8.168365977571005
network_095,Core-periphery,False,Coverage,Node + order + degree,4.099637219161842e-16,False,,192,34,True,3.4982760384085663
network_095,Core-periphery,False,Constant bias,Node,0.05817881767717283,False,,12,12,False,5.460271192979741
network_095,Core-periphery,False,Constant bias,Node + order,1.160227515715119e-15,True,6.854407447754076e-17,24,21,True,8.168365977571005
network_095,Core-periphery,False,Constant bias,Node + order + degree,3.7152146338386264e-16,False,,192,34,True,3.4982760384085663
network_095,Core-periphery,False,Full DMWA,Node,0.06503473513888146,False,,12,12,False,5.460271192979741
network_095,Core-periphery,False,Full DMWA,Node + order,0.025289506638194004,False,,24,21,False,8.168365977571005
network_095,Core-periphery,False,Full DMWA,Node + order + degree,3.8563547368308514e-16,True,3.247085387032773e-17,192,34,True,3.4982760384085663
network_096,Modular,False,Coverage,Node,7.831125810503824e-16,True,1.3549919014370776e-16,12,12,True,2.840664996816892
network_096,Modular,False,Coverage,Node + order,1.2165448752131636e-15,False,,24,20,True,4.125787903989568
network_096,Modular,False,Coverage,Node + order + degree,3.7446721121364516e-16,False,,96,27,True,3.786506698443207
network_096,Modular,False,Constant bias,Node,0.08960214273654406,False,,12,12,False,2.840664996816892
network_096,Modular,False,Constant bias,Node + order,1.161414128406264e-15,True,9.930279230089447e-17,24,20,True,4.125787903989568
network_096,Modular,False,Constant bias,Node + order + degree,3.681885685021114e-16,False,,96,27,True,3.786506698443207
network_096,Modular,False,Full DMWA,Node,0.09079304937616682,False,,12,12,False,2.840664996816892
network_096,Modular,False,Full DMWA,Node + order,0.02014401500634096,False,,24,20,False,4.125787903989568
network_096,Modular,False,Full DMWA,Node + order + degree,3.678432714050081e-16,True,8.910315823992357e-17,96,27,True,3.786506698443207
network_097,Random,False,Coverage,Node,7.825846749851556e-16,True,1.7328585392031163e-16,12,12,True,3.1024631617382026
network_097,Random,False,Coverage,Node + order,7.529852327873222e-16,False,,24,24,True,17.972544211851297
network_097,Random,False,Coverage,Node + order + degree,4.44592400776951e-16,False,,204,39,True,3.2792109924517616
network_097,Random,False,Constant bias,Node,0.07767213608805312,False,,12,12,False,3.1024631617382026
network_097,Random,False,Constant bias,Node + order,7.46534585665773e-16,True,6.928147741439225e-17,24,24,True,17.972544211851297
network_097,Random,False,Constant bias,Node + order + degree,4.551826601921099e-16,False,,204,39,True,3.2792109924517616
network_097,Random,False,Full DMWA,Node,0.0806042351675657,False,,12,12,False,3.1024631617382026
network_097,Random,False,Full DMWA,Node + order,0.02700305509708825,False,,24,24,False,17.972544211851297
network_097,Random,False,Full DMWA,Node + order + degree,4.541186912455008e-16,True,2.6620352128801566e-17,204,39,True,3.2792109924517616
network_098,Core-periphery,False,Coverage,Node,8.855591590882874e-16,True,7.543680586289982e-17,12,12,True,5.014350546447931
network_098,Core-periphery,False,Coverage,Node + order,9.081513240767382e-16,False,,24,17,True,7.02300323014066
network_098,Core-periphery,False,Coverage,Node + order + degree,3.4763276336499977e-16,False,,156,24,True,3.3541019662496856
network_098,Core-periphery,False,Constant bias,Node,0.07837381756927861,False,,12,12,False,5.014350546447931
network_098,Core-periphery,False,Constant bias,Node + order,8.431878221895267e-16,True,1.1846189750203636e-16,24,17,True,7.02300323014066
network_098,Core-periphery,False,Constant bias,Node + order + degree,3.405416772805754e-16,False,,156,24,True,3.3541019662496856
network_098,Core-periphery,False,Full DMWA,Node,0.09043207633720104,False,,12,12,False,5.014350546447931
network_098,Core-periphery,False,Full DMWA,Node + order,0.03844171470057372,False,,24,17,False,7.02300323014066
network_098,Core-periphery,False,Full DMWA,Node + order + degree,3.3459209936356684e-16,True,5.985280706504771e-17,156,24,True,3.3541019662496856
network_099,Modular,False,Coverage,Node,8.051013834130198e-16,True,9.36811275749026e-17,12,12,True,3.0957783279148536
network_099,Modular,False,Coverage,Node + order,8.864919461906206e-16,False,,24,18,True,3.780167167855588
network_099,Modular,False,Coverage,Node + order + degree,8.361735632491233e-16,False,,72,23,True,4.977704724373965
network_099,Modular,False,Constant bias,Node,0.10627513071921518,False,,12,12,False,3.0957783279148536
network_099,Modular,False,Constant bias,Node + order,7.961806763257972e-16,True,1.8164125133916532e-16,24,18,True,3.780167167855588
network_099,Modular,False,Constant bias,Node + order + degree,7.350227294074588e-16,False,,72,23,True,4.977704724373965
network_099,Modular,False,Full DMWA,Node,0.10645224277380444,False,,12,12,False,3.0957783279148536
network_099,Modular,False,Full DMWA,Node + order,0.015857055456502532,False,,24,18,False,3.780167167855588
network_099,Modular,False,Full DMWA,Node + order + degree,7.472308108947794e-16,True,1.1254066547958725e-16,72,23,True,4.977704724373965
network_100,Random,False,Coverage,Node,6.810029071519044e-16,True,2.1918944554839258e-16,12,12,True,3.827854839343292
network_100,Random,False,Coverage,Node + order,8.585130774422172e-16,False,,24,19,True,5.714876439306407
network_100,Random,False,Coverage,Node + order + degree,6.178140852396689e-16,False,,228,38,True,5.491541635481236
network_100,Random,False,Constant bias,Node,0.06180800882769594,False,,12,12,False,3.827854839343292
network_100,Random,False,Constant bias,Node + order,8.439988342502145e-16,True,8.824527478367743e-17,24,19,True,5.714876439306407
network_100,Random,False,Constant bias,Node + order + degree,6.043418155738705e-16,False,,228,38,True,5.491541635481236
network_100,Random,False,Full DMWA,Node,0.0679512405584686,False,,12,12,False,3.827854839343292
network_100,Random,False,Full DMWA,Node + order,0.026900231391791308,False,,24,19,False,5.714876439306407
network_100,Random,False,Full DMWA,Node + order + degree,6.047710093191898e-16,True,1.5652428246074711e-16,228,38,True,5.491541635481236
