network,family,variant,time,state,node,value,total,fraction,TV
toy_0,Triangle,Full DMWA,5.1000000000000005,1,C,0.03174399505340323,0.0952319851602097,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.1000000000000005,2,A,0.026812001639683374,0.08043600491905012,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.1000000000000005,2,B,0.026812001639683374,0.08043600491905012,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.1000000000000005,2,C,0.026812001639683374,0.08043600491905012,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.2,1,A,0.03025546455835363,0.0907663936750609,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.2,1,B,0.03025546455835363,0.0907663936750609,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.2,1,C,0.03025546455835363,0.0907663936750609,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.2,2,A,0.025550739636914788,0.07665221891074436,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.2,2,B,0.025550739636914788,0.07665221891074436,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.2,2,C,0.025550739636914788,0.07665221891074436,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.300000000000001,1,A,0.02883650922985156,0.08650952768955468,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.300000000000001,1,B,0.02883650922985156,0.08650952768955468,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.300000000000001,1,C,0.02883650922985156,0.08650952768955468,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.300000000000001,2,A,0.024348941545384032,0.0730468246361521,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.300000000000001,2,B,0.024348941545384032,0.0730468246361521,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.300000000000001,2,C,0.024348941545384032,0.0730468246361521,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.4,1,A,0.027483905774941215,0.08245171732482365,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.4,1,B,0.027483905774941215,0.08245171732482365,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.4,1,C,0.027483905774941215,0.08245171732482365,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.4,2,A,0.02320378691723629,0.06961136075170887,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.4,2,B,0.02320378691723629,0.06961136075170887,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.4,2,C,0.02320378691723629,0.06961136075170887,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.5,1,A,0.026194576548387832,0.0785837296451635,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.5,1,B,0.026194576548387832,0.0785837296451635,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.5,1,C,0.026194576548387832,0.0785837296451635,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.5,2,A,0.022112591235847023,0.06633777370754107,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.5,2,B,0.022112591235847023,0.06633777370754107,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.5,2,C,0.022112591235847023,0.06633777370754107,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.6000000000000005,1,A,0.024965583447789687,0.07489675034336907,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.6000000000000005,1,B,0.024965583447789687,0.07489675034336907,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.6000000000000005,1,C,0.024965583447789687,0.07489675034336907,0.3333333333333333,8.326672684688674e-17
