network,family,is_toy,variant,projection,relative_L2_error,max_absolute_error,negative_fraction,finite,exact_expected,context_negative_fraction,minimum_context_state,reduced_spectral_abscissa,context,error_percent
network_046,Random,FALSE,Full DMWA,Node + order + degree,1.9887188629780546e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.4176257112626417,"Nodes +
order + degree",1.9887188629780546e-14
network_047,Core-periphery,FALSE,Full DMWA,Node,0.02039868989785023,0.00220418660446732,0,TRUE,FALSE,0,2.164320671946772e-5,-0.3081582546273434,Nodes,2.039868989785023
network_047,Core-periphery,FALSE,Full DMWA,Node + order,0.00175318289749929,3.128532741399e-4,0,TRUE,FALSE,0,0,1.3910631523671022e-16,"Nodes +
order",0.175318289749929
network_047,Core-periphery,FALSE,Full DMWA,Node + order + degree,2.7123289342806793e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.2959761021353898,"Nodes +
order + degree",2.7123289342806792e-14
network_048,Modular,FALSE,Full DMWA,Node,0.00493584878305609,5.4411833775646e-4,0,TRUE,FALSE,0,1.5043326690268e-4,-0.45415321750420473,Nodes,0.493584878305609
network_048,Modular,FALSE,Full DMWA,Node + order,2.3565743958716e-4,4.1640626600225605e-5,0,TRUE,FALSE,0,3.614062665975453e-5,1.7117583210890735e-16,"Nodes +
order",0.023565743958716
network_048,Modular,FALSE,Full DMWA,Node + order + degree,2.0334981736886087e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.4513889551412755,"Nodes +
order + degree",2.0334981736886088e-14
network_049,Random,FALSE,Full DMWA,Node,0.01904359066794894,0.00192579168295689,0,TRUE,FALSE,0,8.39164581092777e-5,-0.41319659569168354,Nodes,1.9043590667948938
network_049,Random,FALSE,Full DMWA,Node + order,7.751249330718e-4,7.690173860994826e-5,0,TRUE,FALSE,0,0,6.761924105120314e-18,"Nodes +
order",0.07751249330718
network_049,Random,FALSE,Full DMWA,Node + order + degree,2.154469693103689e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.3972208754495931,"Nodes +
order + degree",2.1544696931036892e-14
network_050,Core-periphery,FALSE,Full DMWA,Node,0.00523021484531185,4.7589313544894e-4,0,TRUE,FALSE,0,8.135664987585225e-5,-0.40642753751347344,Nodes,0.523021484531185
network_050,Core-periphery,FALSE,Full DMWA,Node + order,6.8775526725039e-4,1.092961417052e-4,0,TRUE,FALSE,0,0,2.3746534969091433e-16,"Nodes +
order",0.06877552672503899
network_050,Core-periphery,FALSE,Full DMWA,Node + order + degree,2.1668244968341543e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.4022702434889856,"Nodes +
order + degree",2.1668244968341543e-14
network_051,Modular,FALSE,Full DMWA,Node,0.00502145105745929,5.7506871180038e-4,0,TRUE,FALSE,0,3.696156349784187e-6,-0.4315239750941865,Nodes,0.502145105745929
network_051,Modular,FALSE,Full DMWA,Node + order,0.00136343374894683,1.9037148948235e-4,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.13634337489468298
network_051,Modular,FALSE,Full DMWA,Node + order + degree,1.9577340287088754e-16,2.775557561562891e-17,0,TRUE,TRUE,0,0,-0.42812377760150294,"Nodes +
order + degree",1.9577340287088754e-14
network_052,Random,FALSE,Full DMWA,Node,0.01069836515854232,0.00150367132903471,0,TRUE,FALSE,0,1.1226348121701e-4,-0.4101826978790474,Nodes,1.069836515854232
network_052,Random,FALSE,Full DMWA,Node + order,6.8381724058495e-4,9.156670470160735e-5,0,TRUE,FALSE,0,0,5.811093776394581e-17,"Nodes +
order",0.068381724058495
network_052,Random,FALSE,Full DMWA,Node + order + degree,2.0678547189401974e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.4033621315273128,"Nodes +
order + degree",2.0678547189401975e-14
network_053,Core-periphery,FALSE,Full DMWA,Node,0.00454333077950598,5.4129377409672e-4,0,TRUE,FALSE,0,2.5020080611244704e-5,-0.42872103091423086,Nodes,0.45433307795059796
network_053,Core-periphery,FALSE,Full DMWA,Node + order,4.4058169862347e-4,5.8210803685204704e-5,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.044058169862347
network_053,Core-periphery,FALSE,Full DMWA,Node + order + degree,2.4034023868677663e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.4327939604535831,"Nodes +
order + degree",2.4034023868677663e-14
network_054,Modular,FALSE,Full DMWA,Node,0.00193036156922305,2.0366533120437e-4,0,TRUE,FALSE,0,4.0046981872645075e-5,-0.42771352048928263,Nodes,0.193036156922305
network_054,Modular,FALSE,Full DMWA,Node + order,5.0369486548769e-4,5.216422621017597e-5,0,TRUE,FALSE,0,1.812092257338418e-5,1.1627519129802611e-16,"Nodes +
order",0.05036948654876901
network_054,Modular,FALSE,Full DMWA,Node + order + degree,1.7869056064036735e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.42713351270336825,"Nodes +
order + degree",1.7869056064036734e-14
network_055,Random,FALSE,Full DMWA,Node,0.00541146488131262,5.3756126589549e-4,0,TRUE,FALSE,0,1.201255056305e-4,-0.4398022179599923,Nodes,0.541146488131262
network_055,Random,FALSE,Full DMWA,Node + order,7.4912245617899e-4,8.482453195536588e-5,0,TRUE,FALSE,0,5.507614624072418e-5,2.239784545104014e-17,"Nodes +
order",0.074912245617899
network_055,Random,FALSE,Full DMWA,Node + order + degree,2.277275280087195e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.43520601058572195,"Nodes +
order + degree",2.277275280087195e-14
network_056,Core-periphery,FALSE,Full DMWA,Node,0.00514496834456925,6.2814381031019e-4,0,TRUE,FALSE,0,1.497283370522468e-5,-0.4378313795265859,Nodes,0.514496834456925
network_056,Core-periphery,FALSE,Full DMWA,Node + order,2.8576063374536e-4,4.3464106168830674e-5,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.028576063374535998
network_056,Core-periphery,FALSE,Full DMWA,Node + order + degree,2.2112378545585862e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.4425997948300964,"Nodes +
order + degree",2.2112378545585862e-14
network_057,Modular,FALSE,Full DMWA,Node,0.02168676223557563,0.00214518535896793,0,TRUE,FALSE,0,3.262132615937835e-5,-0.3938944036311002,Nodes,2.168676223557563
network_057,Modular,FALSE,Full DMWA,Node + order,0.00130032763531291,1.9650932276502e-4,0,TRUE,FALSE,0,0,5.639813519052262e-17,"Nodes +
order",0.13003276353129098
network_057,Modular,FALSE,Full DMWA,Node + order + degree,2.412288344967287e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.3758293441166877,"Nodes +
order + degree",2.412288344967287e-14
network_058,Random,FALSE,Full DMWA,Node,0.02743441876349717,0.00235117530347874,0,TRUE,FALSE,0,3.456044471790741e-5,-0.29807412975705483,Nodes,2.743441876349717
network_058,Random,FALSE,Full DMWA,Node + order,9.3062377992738e-4,1.349095653506e-4,0,TRUE,FALSE,0,0,6.380114967112972e-17,"Nodes +
order",0.09306237799273799
network_058,Random,FALSE,Full DMWA,Node + order + degree,2.8544171089973013e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.2817489829435076,"Nodes +
order + degree",2.854417108997301e-14
network_059,Core-periphery,FALSE,Full DMWA,Node,0.00368293559656124,2.7345280713278e-4,0,TRUE,FALSE,0,1.3318243834286e-4,-0.430880377909834,Nodes,0.36829355965612404
network_059,Core-periphery,FALSE,Full DMWA,Node + order,6.8576994636278e-4,8.237995667875753e-5,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.068576994636278
network_059,Core-periphery,FALSE,Full DMWA,Node + order + degree,1.9307233545742336e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.4283350563690934,"Nodes +
order + degree",1.9307233545742338e-14
network_060,Modular,FALSE,Full DMWA,Node,0.00402115402631256,5.2890292214652e-4,0,TRUE,FALSE,0,5.821121137535632e-5,-0.4401466145934245,Nodes,0.40211540263125595
network_060,Modular,FALSE,Full DMWA,Node + order,3.9219944724888e-4,6.705875103049652e-5,0,TRUE,FALSE,0,2.6050967917503142e-5,2.793143138537625e-16,"Nodes +
order",0.039219944724887996
network_060,Modular,FALSE,Full DMWA,Node + order + degree,1.9941627219672112e-16,3.4694469519536136e-17,0,TRUE,TRUE,0,0,-0.4384766518952087,"Nodes +
order + degree",1.9941627219672113e-14
network_061,Random,FALSE,Full DMWA,Node,0.00367345297168821,4.8311733898776e-4,0,TRUE,FALSE,0,9.828984517300495e-5,-0.3956301699820789,Nodes,0.36734529716882103
network_061,Random,FALSE,Full DMWA,Node + order,4.7720419663747e-4,6.687233367122514e-5,0,TRUE,FALSE,0,0,8.748503747026102e-17,"Nodes +
order",0.047720419663747
network_061,Random,FALSE,Full DMWA,Node + order + degree,2.6462072117096528e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.3957578339617147,"Nodes +
order + degree",2.646207211709653e-14
network_062,Core-periphery,FALSE,Full DMWA,Node,0.00506771839865556,4.0885787967907e-4,0,TRUE,FALSE,0,4.100725449241927e-5,-0.4304421558305564,Nodes,0.506771839865556
network_062,Core-periphery,FALSE,Full DMWA,Node + order,9.3182453038632e-4,1.5649770716548e-4,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.093182453038632
network_062,Core-periphery,FALSE,Full DMWA,Node + order + degree,2.0827657972392967e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.42647258797540105,"Nodes +
order + degree",2.0827657972392967e-14
network_063,Modular,FALSE,Full DMWA,Node,0.01465040823199427,0.00114309611996447,0,TRUE,FALSE,0,3.4854852166069e-4,-0.4890122633510654,Nodes,1.465040823199427
network_063,Modular,FALSE,Full DMWA,Node + order,5.832889077713e-4,7.796241223442801e-5,0,TRUE,FALSE,0,1.5406380439503e-4,4.25927836636757e-16,"Nodes +
order",0.05832889077713
network_063,Modular,FALSE,Full DMWA,Node + order + degree,1.9913686163341262e-16,3.4694469519536136e-17,0,TRUE,TRUE,0,0,-0.47410962766695647,"Nodes +
order + degree",1.991368616334126e-14
network_064,Random,FALSE,Full DMWA,Node,0.01508840139956223,0.00163045820590772,0,TRUE,FALSE,0,8.481176248914458e-5,-0.4127358491900059,Nodes,1.508840139956223
network_064,Random,FALSE,Full DMWA,Node + order,9.2667692353377e-4,1.2058616696788e-4,0,TRUE,FALSE,0,0,5.667305177316779e-17,"Nodes +
order",0.092667692353377
network_064,Random,FALSE,Full DMWA,Node + order + degree,1.999901917107195e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.40128729666818463,"Nodes +
order + degree",1.999901917107195e-14
network_065,Core-periphery,FALSE,Full DMWA,Node,0.00287687470307146,3.4656907532966e-4,0,TRUE,FALSE,0,1.0824607533556e-4,-0.41539641493563273,Nodes,0.28768747030714603
network_065,Core-periphery,FALSE,Full DMWA,Node + order,4.7002633921962e-4,6.938158744483613e-5,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.047002633921962
network_065,Core-periphery,FALSE,Full DMWA,Node + order + degree,1.9777270312995216e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.41444539294154814,"Nodes +
order + degree",1.9777270312995216e-14
network_066,Modular,FALSE,Full DMWA,Node,0.00449799797885307,5.1416879281604e-4,0,TRUE,FALSE,0,1.2220621438533e-4,-0.4203824537554729,Nodes,0.449799797885307
network_066,Modular,FALSE,Full DMWA,Node + order,3.0961811829795e-4,4.353832233521676e-5,0,TRUE,FALSE,0,6.027409020497828e-5,-3.6160917188971164e-16,"Nodes +
order",0.030961811829795
network_066,Modular,FALSE,Full DMWA,Node + order + degree,2.4104775358032973e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.41823621506645714,"Nodes +
order + degree",2.4104775358032973e-14
network_067,Random,FALSE,Full DMWA,Node,0.02264421593917607,0.00257276512931749,0,TRUE,FALSE,0,1.456056264449e-4,-0.4209006082643516,Nodes,2.264421593917607
network_067,Random,FALSE,Full DMWA,Node + order,0.00151163471008036,2.0096427729361e-4,0,TRUE,FALSE,0,0,1.0868138911466972e-16,"Nodes +
order",0.15116347100803598
network_067,Random,FALSE,Full DMWA,Node + order + degree,2.4754393974104384e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.4010668876470302,"Nodes +
order + degree",2.4754393974104385e-14
network_068,Core-periphery,FALSE,Full DMWA,Node,0.01009866819544296,6.7470720389691e-4,0,TRUE,FALSE,0,2.2346235317009e-4,-0.4073677286786235,Nodes,1.0098668195442961
network_068,Core-periphery,FALSE,Full DMWA,Node + order,5.0312063530115e-4,6.63534253466172e-5,0,TRUE,FALSE,0,0,4.6941944093239954e-18,"Nodes +
order",0.050312063530115005
network_068,Core-periphery,FALSE,Full DMWA,Node + order + degree,1.9220978642550502e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.3998591619262377,"Nodes +
order + degree",1.92209786425505e-14
network_069,Modular,FALSE,Full DMWA,Node,0.01340117171030457,0.0013333133453349,0,TRUE,FALSE,0,1.785019048584e-4,-0.345775996369298,Nodes,1.3401171710304571
network_069,Modular,FALSE,Full DMWA,Node + order,4.1185696637526e-4,7.016115333059736e-5,0,TRUE,FALSE,0,0,1.1138074232090665e-16,"Nodes +
order",0.041185696637526
network_069,Modular,FALSE,Full DMWA,Node + order + degree,2.46789367973586e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.33982877876521156,"Nodes +
order + degree",2.46789367973586e-14
network_070,Random,FALSE,Full DMWA,Node,0.0266717948399334,0.00215377586190946,0,TRUE,FALSE,0,1.8689797664091e-4,-0.4415761847912294,Nodes,2.66717948399334
network_070,Random,FALSE,Full DMWA,Node + order,0.0016881248790441,1.7763286479319e-4,0,TRUE,FALSE,0,0,7.328088461704345e-17,"Nodes +
order",0.16881248790441
network_070,Random,FALSE,Full DMWA,Node + order + degree,2.0192412050265103e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.41565170530374473,"Nodes +
order + degree",2.0192412050265105e-14
network_071,Core-periphery,FALSE,Full DMWA,Node,0.01776919550471537,0.00224501531652925,0,TRUE,FALSE,0,3.503022389808158e-5,-0.3354474514107917,Nodes,1.7769195504715372
network_071,Core-periphery,FALSE,Full DMWA,Node + order,0.00113690397744231,2.179054900574e-4,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.113690397744231
network_071,Core-periphery,FALSE,Full DMWA,Node + order + degree,3.6360208041216814e-16,1.1102230246251563e-16,0,TRUE,TRUE,0,0,-0.3236301905358555,"Nodes +
order + degree",3.636020804121681e-14
network_072,Modular,FALSE,Full DMWA,Node,0.0112014876399555,0.0012368988116098,0,TRUE,FALSE,0,1.3501241359244e-4,-0.44659236184411255,Nodes,1.1201487639955499
network_072,Modular,FALSE,Full DMWA,Node + order,0.0011478148246814,1.3320161445071e-4,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.11478148246814
network_072,Modular,FALSE,Full DMWA,Node + order + degree,1.8883153186950879e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.4361878481214695,"Nodes +
order + degree",1.888315318695088e-14
network_073,Random,FALSE,Full DMWA,Node,0.01561674727861066,0.00131618802330996,0,TRUE,FALSE,0,1.017630596006e-4,-0.37634724446477974,Nodes,1.561674727861066
network_073,Random,FALSE,Full DMWA,Node + order,0.00149165916949324,1.688717452332e-4,0,TRUE,FALSE,0,0,3.5308606677424156e-16,"Nodes +
order",0.149165916949324
network_073,Random,FALSE,Full DMWA,Node + order + degree,2.2099293260331976e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.3647693485427565,"Nodes +
order + degree",2.2099293260331974e-14
network_074,Core-periphery,FALSE,Full DMWA,Node,0.0057114671701471,6.8857425008445e-4,0,TRUE,FALSE,0,7.461912066917354e-6,-0.3592207389599531,Nodes,0.57114671701471
network_074,Core-periphery,FALSE,Full DMWA,Node + order,0.0011849069866774,2.4579102330986e-4,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.11849069866774001
network_074,Core-periphery,FALSE,Full DMWA,Node + order + degree,2.6759712847859253e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.35642518853218813,"Nodes +
order + degree",2.6759712847859253e-14
network_075,Modular,FALSE,Full DMWA,Node,0.00779653417203559,6.2663514757405e-4,0,TRUE,FALSE,0,8.008012752082014e-6,-0.33082793202571015,Nodes,0.779653417203559
network_075,Modular,FALSE,Full DMWA,Node + order,6.1551362713682e-4,8.74179100141953e-5,0,TRUE,FALSE,0,0,1.88758496292765e-18,"Nodes +
order",0.061551362713681994
network_075,Modular,FALSE,Full DMWA,Node + order + degree,2.020651075990442e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.32724473913664276,"Nodes +
order + degree",2.020651075990442e-14
network_076,Random,FALSE,Full DMWA,Node,0.01824465235772289,0.00184348265261414,0,TRUE,FALSE,0,1.6513558085873e-4,-0.36777007684188245,Nodes,1.824465235772289
network_076,Random,FALSE,Full DMWA,Node + order,7.0211522284723e-4,8.413795219264913e-5,0,TRUE,FALSE,0,0,4.275611583915954e-17,"Nodes +
order",0.07021152228472301
network_076,Random,FALSE,Full DMWA,Node + order + degree,2.133310536421587e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.3545561059523167,"Nodes +
order + degree",2.133310536421587e-14
network_077,Core-periphery,FALSE,Full DMWA,Node,0.00313580262096619,3.615966949726e-4,0,TRUE,FALSE,0,5.131091525317219e-6,-0.4199176389728064,Nodes,0.313580262096619
network_077,Core-periphery,FALSE,Full DMWA,Node + order,6.3010380501981e-4,8.752357321472476e-5,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.06301038050198099
network_077,Core-periphery,FALSE,Full DMWA,Node + order + degree,1.9652246477342523e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.419207114805174,"Nodes +
order + degree",1.9652246477342523e-14
network_078,Modular,FALSE,Full DMWA,Node,0.00764130332277382,8.7433225248221e-4,0,TRUE,FALSE,0,6.079916451646676e-6,-0.36932834677360554,Nodes,0.764130332277382
network_078,Modular,FALSE,Full DMWA,Node + order,7.064630895112e-4,1.0407247617566e-4,0,TRUE,FALSE,0,0,7.431697267204345e-16,"Nodes +
order",0.07064630895112001
network_078,Modular,FALSE,Full DMWA,Node + order + degree,2.3628974339160396e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.365564879044218,"Nodes +
order + degree",2.3628974339160397e-14
network_079,Random,FALSE,Full DMWA,Node,0.04534091883325393,0.00447840276309564,0,TRUE,FALSE,0,6.020072472458533e-5,-0.32101087238808856,Nodes,4.534091883325393
network_079,Random,FALSE,Full DMWA,Node + order,0.00134397359443042,1.8064982132608e-4,0,TRUE,FALSE,0,0,2.09800837647608e-16,"Nodes +
order",0.134397359443042
network_079,Random,FALSE,Full DMWA,Node + order + degree,2.388503035295873e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.2919632590920699,"Nodes +
order + degree",2.388503035295873e-14
network_080,Core-periphery,FALSE,Full DMWA,Node,0.00492339025178904,5.1105183487225e-4,0,TRUE,FALSE,0,6.962265971243016e-5,-0.37735095585974016,Nodes,0.492339025178904
network_080,Core-periphery,FALSE,Full DMWA,Node + order,6.6386933806787e-4,1.3171029290012e-4,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.06638693380678701
network_080,Core-periphery,FALSE,Full DMWA,Node + order + degree,2.118655515552989e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.3750056939063288,"Nodes +
order + degree",2.118655515552989e-14
network_081,Modular,FALSE,Full DMWA,Node,0.05932957516953646,0.00607158122916128,0,TRUE,FALSE,0,2.0671585317074e-4,-0.28067560713426337,Nodes,5.932957516953645
network_081,Modular,FALSE,Full DMWA,Node + order,0.00222824577796022,2.8406130094631e-4,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.222824577796022
network_081,Modular,FALSE,Full DMWA,Node + order + degree,3.1589167772619086e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.24536948032558523,"Nodes +
order + degree",3.1589167772619085e-14
network_082,Random,FALSE,Full DMWA,Node,0.00317179069439147,4.9986135960365e-4,0,TRUE,FALSE,0,2.039002213330779e-5,-0.40201909501059063,Nodes,0.317179069439147
network_082,Random,FALSE,Full DMWA,Node + order,5.7070923256694e-4,8.34847765296999e-5,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.057070923256693995
network_082,Random,FALSE,Full DMWA,Node + order + degree,1.9876442923357895e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.4015178451459057,"Nodes +
order + degree",1.9876442923357896e-14
network_083,Core-periphery,FALSE,Full DMWA,Node,0.01048635400360495,9.3957508103688e-4,0,TRUE,FALSE,0,1.1268492100871e-4,-0.4300392953798429,Nodes,1.048635400360495
network_083,Core-periphery,FALSE,Full DMWA,Node + order,6.414685663995e-4,1.0680206828442e-4,0,TRUE,FALSE,0,5.438456764339379e-5,1.0941592922199067e-16,"Nodes +
order",0.06414685663995
network_083,Core-periphery,FALSE,Full DMWA,Node + order + degree,1.8043435315813118e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.4218653805281557,"Nodes +
order + degree",1.804343531581312e-14
network_084,Modular,FALSE,Full DMWA,Node,0.00606614301790815,4.047639413543e-4,0,TRUE,FALSE,0,1.9455309392626e-4,-0.4688960348425952,Nodes,0.606614301790815
network_084,Modular,FALSE,Full DMWA,Node + order,2.6773333596747e-4,3.147340101885762e-5,0,TRUE,FALSE,0,5.7441515208520934e-5,4.406084325015035e-16,"Nodes +
order",0.026773333596747002
network_084,Modular,FALSE,Full DMWA,Node + order + degree,1.9426934996271562e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.4646665707655287,"Nodes +
order + degree",1.942693499627156e-14
network_085,Random,FALSE,Full DMWA,Node,0.01935982753766375,0.00160261691970781,0,TRUE,FALSE,0,1.77722725883e-4,-0.4372058620987546,Nodes,1.935982753766375
network_085,Random,FALSE,Full DMWA,Node + order,8.9654285292368e-4,1.3661340622039e-4,0,TRUE,FALSE,0,0,1.4979788721036831e-16,"Nodes +
order",0.089654285292368
network_085,Random,FALSE,Full DMWA,Node + order + degree,1.9762570663344643e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.41978689661823054,"Nodes +
order + degree",1.9762570663344644e-14
network_086,Core-periphery,FALSE,Full DMWA,Node,0.00648218610781751,6.7689504105755e-4,0,TRUE,FALSE,0,3.707581184487851e-5,-0.40461313716078023,Nodes,0.648218610781751
network_086,Core-periphery,FALSE,Full DMWA,Node + order,3.311530431309e-4,5.867472680551322e-5,0,TRUE,FALSE,0,0,6.615025686645718e-17,"Nodes +
order",0.03311530431309
network_086,Core-periphery,FALSE,Full DMWA,Node + order + degree,2.303968459734689e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.40105723854279063,"Nodes +
order + degree",2.303968459734689e-14
network_087,Modular,FALSE,Full DMWA,Node,0.01026321992974264,0.00123111759877934,0,TRUE,FALSE,0,1.8316815335595e-4,-0.4221831277461452,Nodes,1.026321992974264
network_087,Modular,FALSE,Full DMWA,Node + order,0.00114051829192264,1.5923870556547e-4,0,TRUE,FALSE,0,4.870061132411797e-5,2.6663311092777392e-16,"Nodes +
order",0.114051829192264
network_087,Modular,FALSE,Full DMWA,Node + order + degree,2.2030740572527862e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.4134932815110805,"Nodes +
order + degree",2.2030740572527863e-14
network_088,Random,FALSE,Full DMWA,Node,0.0043718160437667,4.3811299281358e-4,0,TRUE,FALSE,0,4.3710685783329145e-5,-0.4378052149380919,Nodes,0.43718160437667003
network_088,Random,FALSE,Full DMWA,Node + order,6.8575294724844e-4,8.239975046034353e-5,0,TRUE,FALSE,0,0,1.846396299742814e-16,"Nodes +
order",0.068575294724844
network_088,Random,FALSE,Full DMWA,Node + order + degree,2.5900458763831663e-16,6.938893903907227e-17,0,TRUE,TRUE,0,0,-0.4350316921813936,"Nodes +
order + degree",2.5900458763831663e-14
network_089,Core-periphery,FALSE,Full DMWA,Node,0.00770382169164905,6.2835625295304e-4,0,TRUE,FALSE,0,3.870970586842536e-6,-0.4154904015397159,Nodes,0.770382169164905
network_089,Core-periphery,FALSE,Full DMWA,Node + order,4.7504272518125e-4,6.782261006633983e-5,0,TRUE,FALSE,0,0,3.779568617919185e-17,"Nodes +
order",0.047504272518125
network_089,Core-periphery,FALSE,Full DMWA,Node + order + degree,2.752317592251573e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.4091893397915055,"Nodes +
order + degree",2.7523175922515733e-14
network_090,Modular,FALSE,Full DMWA,Node,0.01417151688394532,9.9028513074205e-4,0,TRUE,FALSE,0,3.3928154913878e-4,-0.4871618289749387,Nodes,1.417151688394532
network_090,Modular,FALSE,Full DMWA,Node + order,0.00104812036237993,1.3594698032139e-4,0,TRUE,FALSE,0,1.5417231263941e-4,8.786615881508602e-17,"Nodes +
order",0.104812036237993
network_090,Modular,FALSE,Full DMWA,Node + order + degree,2.089388622145937e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.471887884833418,"Nodes +
order + degree",2.089388622145937e-14
network_091,Random,FALSE,Full DMWA,Node,0.01818653895557058,0.00167759524184588,0,TRUE,FALSE,0,1.5721341018901e-4,-0.3901055537064486,Nodes,1.818653895557058
network_091,Random,FALSE,Full DMWA,Node + order,0.0023310417809613,3.6890852029182e-4,0,TRUE,FALSE,0,0,3.020274791183221e-17,"Nodes +
order",0.23310417809613
network_091,Random,FALSE,Full DMWA,Node + order + degree,2.232101674863138e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.37501842534688734,"Nodes +
order + degree",2.232101674863138e-14
network_092,Core-periphery,FALSE,Full DMWA,Node,0.00390279016204249,4.4295671557152e-4,0,TRUE,FALSE,0,6.802208623881578e-5,-0.4231246760276765,Nodes,0.390279016204249
network_092,Core-periphery,FALSE,Full DMWA,Node + order,6.405877798173e-4,1.2554576712167e-4,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.06405877798173
network_092,Core-periphery,FALSE,Full DMWA,Node + order + degree,2.655231624552814e-16,8.326672684688674e-17,0,TRUE,TRUE,0,0,-0.4265245500972819,"Nodes +
order + degree",2.655231624552814e-14
network_093,Modular,FALSE,Full DMWA,Node,0.00712751997708961,7.3970341628258e-4,0,TRUE,FALSE,0,2.6205402721445673e-5,-0.3092677004784654,Nodes,0.712751997708961
network_093,Modular,FALSE,Full DMWA,Node + order,5.1096908600347e-4,9.718523641772532e-5,0,TRUE,FALSE,0,0,1.3706205542768105e-17,"Nodes +
order",0.051096908600347
network_093,Modular,FALSE,Full DMWA,Node + order + degree,2.8466062180947116e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.3062807082475135,"Nodes +
order + degree",2.8466062180947116e-14
network_094,Random,FALSE,Full DMWA,Node,0.02282291527306296,0.00219901019226165,0,TRUE,FALSE,0,5.316926193411089e-5,-0.356038676151354,Nodes,2.2822915273062963
network_094,Random,FALSE,Full DMWA,Node + order,9.3564583349871e-4,1.6247253865253e-4,0,TRUE,FALSE,0,0,1.556210312521662e-17,"Nodes +
order",0.093564583349871
network_094,Random,FALSE,Full DMWA,Node + order + degree,1.9253528302039572e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.33989866205941227,"Nodes +
order + degree",1.925352830203957e-14
network_095,Core-periphery,FALSE,Full DMWA,Node,0.00411789567299975,4.5993998270507e-4,0,TRUE,FALSE,0,1.7874329147210496e-5,-0.3965372158612792,Nodes,0.41178956729997496
network_095,Core-periphery,FALSE,Full DMWA,Node + order,5.4782324097379e-4,7.816719980677234e-5,0,TRUE,FALSE,0,0,0,"Nodes +
order",0.054782324097379
