network,family,is_toy,variant,total_fraction,spatial_TV_mean,spatial_TV_t1,spatial_TV_t10,spatial_TV_max,total_ratio_t1,total_ratio_t10
network_030,Modular,False,Full DMWA,0.0014695129513862023,0.0015050622353593424,0.0016330459271529166,0.0006881323592471179,0.002274630343060852,1.0016530128577839,1.0004808492011108
network_031,Random,False,Coverage,1.2265227159812808e-16,7.475357138853055e-17,1.0234868508263162e-16,7.025630077706069e-17,1.682681771697503e-16,1.0,1.0000000000000002
network_031,Random,False,Constant bias,0.008052088385297945,0.002705442536022502,0.003963878542742688,0.0005212700751898074,0.00512148603816784,0.9919834693083028,0.9924571048803178
network_031,Random,False,Full DMWA,0.006987658003227196,0.00244602473966217,0.0037778893489051855,0.00043008435522375044,0.004714999901772626,0.9930151190668511,0.9932983817757522
network_032,Core-periphery,False,Coverage,9.848486125684613e-17,8.13552784167948e-17,1.1449174941446927e-16,3.968179951296946e-17,1.8388068845354155e-16,1.0,0.9999999999999999
network_032,Core-periphery,False,Constant bias,0.0031713179002812023,0.0006912023769573779,0.0014924496259235004,5.417798476013214e-05,0.001654163143898683,1.0029801298520071,1.0038663809639459
network_032,Core-periphery,False,Full DMWA,0.0039638598934296386,0.0008760135340418456,0.0018888791729732533,6.566201068754424e-05,0.0020861563316185317,1.0038072433668608,1.0046867546608176
network_033,Modular,False,Coverage,7.381118663757472e-17,9.70274208200728e-17,2.0816681711721685e-16,6.158268339717665e-17,2.3245294578089215e-16,0.9999999999999998,1.0
network_033,Modular,False,Constant bias,0.01084317745888854,0.007891817865415776,0.008603124592220762,0.0036697280539135808,0.011672006192262262,1.0074252907666774,1.0270499927984755
network_033,Modular,False,Full DMWA,0.010061707190815412,0.008221630993744377,0.008818064048927685,0.003899062870293287,0.012059308101894548,1.006719334834655,1.026547393355218
network_034,Random,False,Coverage,1.0335627172284553e-16,1.0867608896125702e-16,1.8388068845354155e-16,1.48318857196017e-16,2.1510571102112408e-16,1.0,1.0000000000000004
network_034,Random,False,Constant bias,0.0022220161525635627,0.0029400226859996287,0.003536512891264408,0.0011979593631077342,0.004622056884768206,0.9984086117719133,0.9946503613544598
network_034,Random,False,Full DMWA,0.0012040726299895569,0.0022838694182501815,0.0028597886925358484,0.0009177466404992392,0.00365533452946714,0.999083629807586,0.9971457423721528
network_035,Core-periphery,False,Coverage,2.4267265548738546e-16,9.838484194002463e-17,1.8735013540549517e-16,4.5102810375396984e-17,2.3418766925686896e-16,0.9999999999999997,0.9999999999999999
network_035,Core-periphery,False,Constant bias,0.006532950091728694,0.001327127024900119,0.0019239293166400627,0.00039936045795146394,0.0023806623764972695,1.0057143533783162,1.0094738400905876
network_035,Core-periphery,False,Full DMWA,0.005580582837623812,0.0014807702658525257,0.0021531789068480883,0.000421380008376109,0.0026711459938868927,1.0054326263905906,1.0065364426934578
network_036,Modular,False,Coverage,3.7071956401064212e-16,1.168162788722782e-16,1.700029006457271e-16,3.8163916471489756e-17,2.5673907444456745e-16,0.9999999999999994,0.9999999999999998
network_036,Modular,False,Constant bias,0.003935389711678971,0.0030955687833379075,0.002456882457196472,0.0023903281312049746,0.003868798229214137,0.9960091999827302,0.9976599928323001
network_036,Modular,False,Full DMWA,0.004575467984720615,0.0034319038718433384,0.0025090541337319354,0.00275115777458285,0.004217161408361564,0.9954294388682016,0.9970380565882366
network_037,Random,False,Coverage,1.0218130609529473e-16,9.43993147539679e-17,1.491862189340054e-16,3.903127820947816e-17,2.1510571102112408e-16,1.0000000000000002,0.9999999999999999
network_037,Random,False,Constant bias,0.008292845506228955,0.0024794730284338506,0.0034971468662393698,0.000512259339203327,0.004591664997164338,0.9918169303504071,0.9919508854177338
network_037,Random,False,Full DMWA,0.007380796894685726,0.0023273389015639563,0.0033120701958763085,0.00046609031468947213,0.004351108545660901,0.9925165258310125,0.9934179877107576
network_038,Core-periphery,False,Coverage,8.50483916087862e-17,8.680989954656935e-17,1.474514954580286e-16,8.066464163292153e-17,1.7520707107365752e-16,1.0,1.0
